#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
OR11H12	1	195	0	7	0	105	0	0
POTEM	2	46	0	5	0	17	0	0
POTEG	0	278	0	0	3	62	0	0
OR11H2	0	53	0	18	0	144	0	0
OR4N2	5	381	0	50	1	228	0	0
OR4Q3	1	250	0	10	0	83	0	0
OR4M1	0	47	0	5	1	100	0	0
OR4K2	0	68	0	1	0	151	0	0
OR4K5	0	7	0	6	0	36	0	0
OR4K1	0	99	0	4	0	213	0	0
OR4K15	0	1203	0	0	0	43	0	0
OR4Q2	0	0	0	0	0	0	0	0
OR4K14	0	19	0	5	0	43	0	0
OR4K13	0	36	0	0	0	27	0	0
OR4L1	0	43	0	10	0	143	0	0
OR4K17	0	16	0	5	0	11	0	0
OR4N5	0	48	0	2	0	49	0	0
OR11G2	0	16	0	440	0	31	0	0
OR11H6	0	6	0	9	1	163	0	0
OR11H4	0	108	0	10	0	139	0	0
TTC5	0	116	0	3	0	41	0	0
CCNB1IP1	0	36	0	0	0	22	0	0
PARP2	0	79	0	4	0	70	0	0
TEP1	1	241	0	20	5	471	0	0
KLHL33	1	212	0	47	1	232	0	0
OSGEP	0	3	0	3	0	41	0	0
APEX1	0	0	0	0	0	0	0	0
PIP4P1	0	0	0	0	0	0	0	0
PNP	0	7	0	3	0	25	0	0
RNASE10	0	7	0	4	0	7	0	0
RNASE9	0	23	0	3	0	11	0	0
AL163195.3	0	5	0	0	0	25	0	0
RNASE11	0	5	0	0	0	25	0	0
RNASE12	0	5	0	0	0	25	0	0
OR6S1	0	25	0	4	3	326	0	0
RNASE4	0	21	0	7	0	97	0	0
ANG	0	18	0	4	0	8	0	0
AL163636.2	0	21	0	7	0	97	0	0
EDDM3A	0	23	0	2	0	63	0	0
EDDM3B	0	8	0	3	0	8	0	0
RNASE6	0	10	0	1	0	6	0	0
RNASE1	0	4	0	1	0	32	0	0
RNASE3	0	4	0	1	0	127	0	0
RNASE2	0	91	0	20	0	20	0	0
METTL17	0	12	0	3	2	111	0	0
SLC39A2	0	42	0	4	0	80	0	0
NDRG2	0	56	0	19	0	86	0	0
TPPP2	0	5	0	16	0	19	0	0
RNASE13	0	0	0	0	0	0	0	0
RNASE7	0	10	0	1	0	1	0	0
RNASE8	0	5	0	2	0	4	0	0
ARHGEF40	0	183	0	2	2	449	0	0
ZNF219	0	0	0	0	0	0	0	0
TMEM253	0	0	0	0	0	0	0	0
OR5AU1	0	43	0	5	0	43	0	0
HNRNPC	0	19	0	1	0	9	0	0
RPGRIP1	0	46	0	4	1	100	0	0
SUPT16H	0	107	0	2	0	73	0	0
CHD8	0	225	0	1	1	70	0	0
RAB2B	0	61	0	1	0	12	0	0
TOX4	0	23	0	0	0	6	0	0
METTL3	0	77	0	13	0	84	0	0
SALL2	0	78	0	12	0	48	0	0
OR10G3	0	28	0	1	1	175	0	0
OR10G2	0	63	0	2	0	385	0	0
OR4E2	0	127	0	1	1	113	0	0
OR4E1	0	0	0	0	0	0	0	0
TRDV1	0	0	0	0	0	0	0	0
DAD1	0	5	0	0	0	8	0	0
ABHD4	0	17	0	2	0	39	0	0
OR6J1	0	0	0	0	0	0	0	0
OXA1L	1	69	0	101	0	208	0	0
SLC7A7	0	65	0	1	0	15	0	0
MRPL52	0	0	0	0	0	0	0	0
MMP14	0	140	0	0	1	94	0	0
LRP10	0	47	0	3	0	220	0	0
REM2	0	117	0	22	0	38	0	0
RBM23	0	0	0	2	0	0	0	0
PRMT5	0	42	0	3	0	32	0	0
HAUS4	0	120	0	8	0	20	0	0
AL132780.3	0	161	0	9	0	68	0	0
AJUBA	0	42	0	1	0	49	0	0
C14orf93	0	69	0	3	0	58	0	0
PSMB5	0	3	0	0	0	4	0	0
PSMB11	0	0	0	0	0	0	0	0
CDH24	0	44	0	6	0	226	0	0
ACIN1	0	1380	0	3	0	260	0	0
C14orf119	0	1	0	2	0	19	0	0
LMLN2	0	0	0	0	0	0	0	0
CEBPE	0	25	0	0	1	176	0	0
SLC7A8	0	40	0	1	1	202	0	0
RNF212B	0	8	0	2	0	14	0	0
HOMEZ	0	1248	0	72	0	124	0	0
PPP1R3E	0	12	0	0	0	26	0	0
BCL2L2	0	29	0	0	0	38	0	0
BCL2L2-PABPN1	0	34	0	55	0	63	0	0
PABPN1	0	16	0	55	0	51	0	0
SLC22A17	0	0	0	0	0	0	0	0
EFS	0	316	0	7	1	143	0	0
IL25	0	13	0	2	0	26	0	0
CMTM5	0	0	0	0	0	0	0	0
MYH6	8	636	0	8	5	554	0	0
MYH7	0	341	0	5	1	174	0	0
NGDN	0	43	0	13	0	83	0	0
ZFHX2	0	155	0	5	0	209	0	0
THTPA	0	49	0	0	0	28	0	0
AP1G2	0	24	0	2	0	56	0	0
JPH4	0	167	0	0	0	22	0	0
DHRS2	0	78	0	8	0	249	0	0
DHRS4	0	29	0	7	0	51	0	0
DHRS4L2	0	110	0	6	0	62	0	0
CARMIL3	0	181	0	9	3	332	0	0
CPNE6	0	0	0	0	0	0	0	0
NRL	0	258	1	159	0	188	0	0
PCK2	0	130	1	158	0	182	0	0
DCAF11	0	7	0	0	0	4	0	0
AL136295.3	0	0	0	0	0	0	0	0
FITM1	0	0	0	0	0	0	0	0
PSME1	0	22	0	0	0	52	0	0
EMC9	0	0	0	0	0	0	0	0
PSME2	0	0	0	0	0	0	0	0
RNF31	0	13	0	0	0	18	0	0
AL136295.5	0	17	0	0	0	20	0	0
IRF9	0	4	0	0	0	2	0	0
REC8	0	4	0	1	0	67	0	0
IPO4	0	114	0	2	0	36	0	0
AL136295.4	1	160	0	2	0	54	0	0
TM9SF1	0	67	0	1	2	214	0	0
AL136295.1	0	77	0	6	3	346	0	0
TSSK4	0	10	0	5	0	136	0	0
CHMP4A	0	0	0	0	0	0	0	0
MDP1	0	0	0	0	0	0	0	0
NEDD8-MDP1	0	13	0	1	0	1	0	0
NEDD8	0	13	0	1	0	1	0	0
GMPR2	0	0	0	0	0	0	0	0
TINF2	2	242	0	0	0	17	0	0
TGM1	1	130	0	10	0	187	0	0
RABGGTA	0	25	0	2	0	59	0	0
DHRS1	0	14	0	0	0	20	0	0
NOP9	0	134	0	15	0	29	0	0
CIDEB	0	132	0	15	0	27	0	0
LTB4R2	0	132	0	15	0	14	0	0
LTB4R	0	0	0	0	0	0	0	0
ADCY4	1	305	0	19	0	243	0	0
AL096870.1	0	7	0	105	0	2	0	0
RIPK3	0	29	0	107	0	12	0	0
NFATC4	0	148	0	0	1	253	0	0
NYNRIN	0	182	0	4	1	120	0	0
CBLN3	0	4	0	0	0	0	0	0
KHNYN	0	112	0	7	0	47	0	0
SDR39U1	0	0	0	0	0	0	0	0
CMA1	0	12	0	4	0	54	0	0
CTSG	0	74	0	4	0	8	0	0
GZMH	0	9	0	5	0	44	0	0
GZMB	0	43	0	0	0	10	0	0
STXBP6	0	65	0	0	0	11	0	0
NOVA1	0	39	0	1	0	11	0	0
FOXG1	0	124	0	0	0	45	0	0
PRKD1	0	135	0	0	0	137	0	0
G2E3	0	19	0	20	1	237	0	0
SCFD1	0	7	0	2	0	40	0	0
COCH	0	27	0	4	0	127	0	0
STRN3	0	23	0	0	0	73	0	0
AP4S1	0	5	0	6	0	26	0	0
HECTD1	0	331	0	0	0	181	0	0
HEATR5A	0	73	0	48	4	424	0	0
AL139353.1	0	43	0	28	0	139	0	0
DTD2	0	2	0	1	0	10	0	0
GPR33	0	70	0	9	0	26	0	0
NUBPL	0	11	0	1	0	179	0	0
ARHGAP5	0	86	0	10	0	142	0	0
AKAP6	2	259	0	6	1	297	0	0
NPAS3	0	141	0	1	0	76	0	0
EGLN3	0	13	0	5	0	21	0	0
SPTSSA	0	3	0	5	0	8	0	0
EAPP	0	11	0	3	0	64	0	0
SNX6	0	45	0	4	0	16	0	0
CFL2	0	6	0	0	0	9	0	0
BAZ1A	0	112	0	3	0	98	0	0
SRP54	0	164	0	0	0	7	0	0
FAM177A1	0	150	0	23	0	86	0	0
PPP2R3C	0	17	0	13	0	34	0	0
KIAA0391	0	91	0	8	1	102	0	0
AL121594.1	0	134	0	8	1	129	0	0
PSMA6	0	43	0	0	0	28	0	0
NFKBIA	0	25	0	0	0	27	0	0
INSM2	0	0	0	0	0	0	0	0
RALGAPA1	3	303	0	6	5	358	0	0
BRMS1L	0	2	0	0	0	30	0	0
MBIP	0	17	0	2	0	30	0	0
SFTA3	0	0	0	0	0	0	0	0
NKX2-1	0	10	0	1	0	31	0	0
NKX2-8	0	20	0	5	0	26	0	0
PAX9	0	167	0	1	0	41	0	0
SLC25A21	0	10	0	5	0	64	0	0
MIPOL1	0	43	0	5	0	31	0	0
FOXA1	3	237	0	0	0	98	0	0
TTC6	1	125	0	93	0	66	0	0
SSTR1	0	46	0	2	0	34	0	0
CLEC14A	0	167	0	0	0	42	0	0
SEC23A	0	36	0	1	0	55	0	0
GEMIN2	1	76	0	1	0	48	0	0
TRAPPC6B	0	5	0	1	1	28	0	0
PNN	0	93	0	4	0	157	0	0
MIA2	0	98	0	468	3	379	0	0
FBXO33	0	52	0	2	0	78	0	0
LRFN5	0	64	0	1	0	84	0	0
FSCB	0	41	0	43	0	15	0	0
C14orf28	0	5	0	6	0	33	0	0
KLHL28	1	103	0	3	1	188	0	0
TOGARAM1	0	65	0	3	0	108	0	0
PRPF39	0	58	0	1	0	73	0	0
FKBP3	0	3	0	0	0	14	0	0
FANCM	0	127	0	38	1	153	0	0
MIS18BP1	0	35	0	40	0	93	0	0
RPL10L	0	15	0	5	0	27	0	0
MDGA2	0	96	0	5	0	72	0	0
RPS29	0	4	0	1	0	1	0	0
LRR1	0	29	0	17	0	40	0	0
RPL36AL	0	0	0	0	0	0	0	0
MGAT2	0	0	0	0	0	0	0	0
DNAAF2	0	127	0	4	0	54	0	0
POLE2	0	20	0	10	0	68	0	0
KLHDC1	0	24	0	2	0	40	0	0
KLHDC2	0	24	0	0	0	30	0	0
NEMF	0	49	0	3	0	60	0	0
ARF6	0	28	0	0	0	4	0	0
VCPKMT	0	1	0	1	0	0	0	0
SOS2	0	131	0	1	1	235	0	0
L2HGDH	0	13	0	4	0	30	0	0
ATP5S	0	27	0	10	0	14	0	0
CDKL1	0	16	0	11	0	33	0	0
MAP4K5	0	38	0	5	0	193	0	0
ATL1	0	27	0	2	0	17	0	0
SAV1	0	56	0	0	0	62	0	0
NIN	1	127	0	12	4	229	0	0
PYGL	1	126	0	13	3	415	0	0
ABHD12B	0	15	0	5	0	32	0	0
TRIM9	0	60	0	0	0	77	0	0
TMX1	0	0	0	0	0	0	0	0
FRMD6	0	42	0	2	0	80	0	0
GNG2	0	33	0	0	0	3	0	0
RTRAF	0	8	0	6	0	70	0	0
NID2	2	235	0	24	5	494	0	0
PTGDR	0	106	0	1	0	36	0	0
PTGER2	1	50	0	0	0	157	0	0
TXNDC16	0	44	0	1	0	1037	0	0
GPR137C	0	32	0	0	0	14	0	0
ERO1A	0	47	0	1	0	45	0	0
PSMC6	0	174	0	3	0	13	0	0
STYX	0	11	0	1	0	25	0	0
GNPNAT1	0	10	0	0	0	7	0	0
FERMT2	0	79	0	0	0	157	0	0
DDHD1	0	104	0	5	0	99	0	0
BMP4	0	88	0	0	0	42	0	0
CDKN3	0	0	0	0	0	0	0	0
CNIH1	0	1	0	1	0	4	0	0
GMFB	0	4	0	0	0	3	0	0
CGRRF1	0	75	0	1	0	27	0	0
SAMD4A	0	105	0	1	0	183	0	0
GCH1	0	0	0	0	0	0	0	0
WDHD1	0	107	0	13	3	242	0	0
SOCS4	0	37	0	5	0	33	0	0
MAPK1IP1L	0	21	0	0	0	11	0	0
