#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
WASHC1	0	0	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0	0	0
CBWD1	0	7	0	20	1	104	0	0
C9orf66	0	35	0	11	0	126	0	0
DOCK8	1	184	0	14	3	370	0	0
KANK1	1	138	0	1	0	60	0	0
DMRT1	1	136	0	0	0	52	0	0
DMRT3	2	172	0	8	2	287	0	0
DMRT2	0	26	0	0	0	6	0	0
SMARCA2	1	1735	0	2	0	114	0	0
VLDLR	1	184	0	2	0	153	0	0
KCNV2	0	204	0	9	0	74	0	0
PUM3	0	14	0	20	0	70	0	0
RFX3	1	195	0	39	0	186	0	0
GLIS3	0	129	0	5	3	397	0	0
SLC1A1	0	79	0	1	0	103	0	0
SPATA6L	0	70	0	1	1	99	0	0
PLPP6	0	0	0	0	0	0	0	0
CDC37L1	0	13	0	0	1	43	0	0
AK3	0	2	0	1	0	69	0	0
RCL1	0	16	0	2	1	143	0	0
JAK2	0	96	0	2	0	216	0	0
INSL6	0	35	0	17	0	63	0	0
INSL4	0	25	0	7	0	0	0	0
RLN2	0	19	0	4	0	5	0	0
RLN1	1	18	0	11	0	2	0	0
PLGRKT	0	26	0	0	0	23	0	0
CD274	0	12	0	0	0	87	0	0
PDCD1LG2	0	11	0	24	0	14	0	0
RIC1	0	73	0	0	0	141	0	0
ERMP1	0	15	0	0	0	40	0	0
KIAA2026	1	960	0	2	3	411	0	0
MLANA	0	5	0	0	0	3	0	0
RANBP6	0	141	0	4	0	274	0	0
IL33	0	71	0	58	0	22	0	0
TPD52L3	0	31	0	1	0	4	0	0
UHRF2	0	164	0	0	1	156	0	0
GLDC	0	209	0	12	3	433	0	0
KDM4C	0	109	0	19	1	87	0	0
DMAC1	0	5	0	5	0	6	0	0
PTPRD	0	266	0	1	0	112	0	0
TYRP1	0	30	0	6	1	32	0	0
LURAP1L	0	164	0	0	0	94	0	0
MPDZ	0	185	0	8	2	363	0	0
NFIB	0	20	0	2	0	16	0	0
ZDHHC21	0	27	0	0	0	67	0	0
CER1	0	109	0	1	0	13	0	0
FREM1	2	230	0	7	1	224	0	0
TTC39B	0	42	0	4	0	268	0	0
SNAPC3	0	20	0	8	1	152	0	0
PSIP1	0	15	0	4	0	21	0	0
CCDC171	0	158	1	28	2	552	0	0
C9orf92	0	8	0	1	0	9	0	0
BNC2	0	34	0	0	0	103	0	0
CNTLN	0	121	0	106	2	352	0	0
SH3GL2	0	88	0	2	0	80	0	0
ADAMTSL1	5	354	0	5	4	382	0	0
SAXO1	4	319	0	3	0	86	0	0
RRAGA	0	0	0	0	0	0	0	0
HAUS6	1	68	0	4	0	210	0	0
PLIN2	0	23	0	1	1	109	0	0
DENND4C	0	29	0	2	0	116	0	0
RPS6	0	13	0	0	0	22	0	0
ACER2	0	79	0	1	0	20	0	0
