#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
POLR3K	0	17	0	1	0	6	0	0
SNRNP25	0	0	0	0	0	0	0	0
RHBDF1	0	230	0	7	2	211	0	0
MPG	0	164	0	18	0	87	0	0
NPRL3	0	35	0	3	0	70	0	0
HBZ	0	10	0	19	0	34	0	0
HBM	0	5	0	0	0	11	0	0
HBA2	0	5	0	1	0	15	0	0
HBA1	0	0	0	0	0	0	0	0
HBQ1	0	6	0	3	0	35	0	0
LUC7L	0	40	0	7	0	89	0	0
FAM234A	0	25	1	58	0	36	0	0
AC004754.1	0	25	1	58	0	36	0	0
RGS11	0	20	0	8	0	7	0	0
ARHGDIG	0	20	0	8	0	7	0	0
PDIA2	5	415	1	246	0	1010	0	0
AXIN1	0	215	0	0	3	247	0	0
MRPL28	0	124	0	6	0	35	0	0
TMEM8A	0	25	0	3	0	48	0	0
NME4	0	31	0	4	0	94	0	0
DECR2	0	113	0	2	0	103	0	0
RAB11FIP3	0	148	0	3	1	170	0	0
CAPN15	6	730	0	3	2	192	0	0
PRR35	0	0	0	0	0	0	0	0
PIGQ	1	282	0	17	0	144	0	0
NHLRC4	0	0	0	0	0	0	0	0
RAB40C	0	25	0	0	0	9	0	0
WFIKKN1	0	0	0	0	0	0	0	0
METTL26	0	67	0	7	0	36	0	0
MCRIP2	0	3	0	0	0	27	0	0
WDR90	2	889	0	45	4	351	0	0
RHOT2	0	0	0	0	0	0	0	0
RHBDL1	0	0	0	0	0	0	0	0
STUB1	0	24	0	1	1	105	0	0
JMJD8	0	14	0	1	0	19	0	0
WDR24	0	14	0	0	0	9	0	0
FBXL16	0	71	0	0	0	19	0	0
METRN	0	38	0	0	0	46	0	0
FAM173A	0	63	0	6	0	31	0	0
CCDC78	0	0	0	0	0	0	0	0
HAGHL	0	37	0	2	0	32	0	0
CIAO3	0	164	0	2	0	42	0	0
MSLN	2	219	0	6	0	73	0	0
MSLNL	0	0	0	0	0	0	0	0
RPUSD1	0	48	0	10	0	91	0	0
CHTF18	0	7	0	2	0	10	0	0
GNG13	0	7	0	2	0	10	0	0
LMF1	0	208	0	10	1	281	0	0
SOX8	0	244	0	1	0	253	0	0
SSTR5	5	418	0	3	0	132	0	0
C1QTNF8	0	58	0	29	0	82	0	0
CACNA1H	8	749	0	1	7	606	0	0
TPSG1	0	62	0	22	0	152	0	0
TPSB2	0	0	0	0	0	0	0	0
TPSAB1	0	84	0	2	0	11	0	0
TPSD1	1	140	0	3	0	28	0	0
UBE2I	0	37	0	0	0	5	0	0
BAIAP3	0	49	0	11	0	126	0	0
TSR3	1	131	0	8	0	66	0	0
GNPTG	2	165	0	8	0	20	0	0
UNKL	1	287	0	8	0	77	0	0
C16orf91	0	3	0	0	0	10	0	0
AL032819.3	0	0	0	0	0	0	0	0
CCDC154	0	201	0	99	0	86	0	0
CLCN7	0	139	0	6	0	62	0	0
PTX4	0	74	0	6	0	169	0	0
TELO2	0	127	0	3	0	115	0	0
IFT140	1	209	0	6	0	140	0	0
TMEM204	0	29	0	1	0	27	0	0
CRAMP1	0	214	0	0	0	99	0	0
AL031708.1	0	213	0	1	0	56	0	0
JPT2	0	174	0	2	0	50	0	0
MAPK8IP3	0	138	0	2	0	47	0	0
NME3	0	0	0	0	0	0	0	0
MRPS34	0	64	0	20	0	127	0	0
EME2	0	0	0	0	0	0	0	0
SPSB3	0	166	0	3	0	220	0	0
NUBP2	0	1	0	1	0	0	0	0
IGFALS	0	165	0	2	0	220	0	0
HAGH	1	181	0	3	0	173	0	0
FAHD1	0	17	0	8	0	43	0	0
MEIOB	0	25	0	4	0	64	0	0
HS3ST6	0	123	0	42	1	161	0	0
MSRB1	0	0	0	0	0	0	0	0
RPL3L	1	102	0	52	3	344	0	0
NDUFB10	0	4	0	0	0	17	0	0
RPS2	0	0	0	0	0	0	0	0
RNF151	0	19	0	1	0	25	0	0
TBL3	1	287	0	0	3	262	0	0
NOXO1	0	0	0	0	0	0	0	0
GFER	0	12	0	1	0	20	0	0
SYNGR3	0	6	0	1	0	11	0	0
ZNF598	0	0	0	0	0	1	0	0
NPW	0	24	0	2	0	19	0	0
SLC9A3R2	0	82	0	0	0	47	0	0
NTHL1	0	20	0	35	1	86	0	0
TSC2	7	675	0	2	3	429	0	0
PKD1	64	1962	0	5	22	1232	0	0
RAB26	0	23	0	0	1	89	0	0
TRAF7	0	186	0	3	0	53	0	0
CASKIN1	1	75	0	1	0	81	0	0
MLST8	0	59	0	0	0	82	0	0
BRICD5	0	0	0	0	0	0	0	0
PGP	0	0	0	0	0	0	0	0
E4F1	3	228	0	2	1	183	0	0
DNASE1L2	0	0	0	0	0	0	0	0
ECI1	0	31	0	10	1	82	0	0
RNPS1	0	14	0	1	0	25	0	0
ABCA3	1	274	0	2	6	472	0	0
CCNF	0	13	0	0	0	0	0	0
TEDC2	0	46	0	7	0	20	0	0
NTN3	0	0	0	0	0	0	0	0
TBC1D24	2	292	0	8	0	95	0	0
AC093525.2	2	294	0	8	0	95	0	0
ATP6V0C	0	2	0	0	0	0	0	0
AC093525.1	0	88	0	4	0	66	0	0
AMDHD2	0	121	0	4	0	141	0	0
CEMP1	0	0	0	0	0	0	0	0
PDPK1	0	28	0	1	0	9	0	0
KCTD5	0	146	0	2	0	13	0	0
PRSS27	0	18	0	3	0	21	0	0
SRRM2	1	428	0	6	0	417	0	0
ELOB	0	31	0	7	0	9	0	0
PRSS33	0	86	0	3	0	30	0	0
PRSS41	0	136	0	6	0	14	0	0
PRSS21	0	135	0	9	0	104	0	0
ZG16B	0	43	0	8	0	12	0	0
PRSS22	0	48	0	4	0	34	0	0
FLYWCH2	0	7	0	0	0	8	0	0
FLYWCH1	1	223	0	15	0	417	0	0
KREMEN2	0	0	0	0	0	0	0	0
PKMYT1	0	72	0	2	0	27	0	0
PAQR4	0	19	0	0	0	9	0	0
AC004233.2	0	0	0	0	0	0	0	0
CLDN9	0	0	0	0	0	0	0	0
CLDN6	0	0	0	0	0	0	0	0
TNFRSF12A	0	0	0	0	0	0	0	0
HCFC1R1	0	10	0	0	0	14	0	0
THOC6	0	0	0	0	0	0	0	0
BICDL2	0	0	0	0	0	0	0	0
MMP25	1	318	0	15	1	167	0	0
IL32	0	110	0	3	0	3	0	0
ZSCAN10	2	199	0	6	0	118	0	0
ZNF205	1	94	0	0	0	158	0	0
ZNF213	1	90	0	3	0	68	0	0
OR1F1	0	22	0	16	0	185	0	0
ZNF200	0	59	0	6	0	173	0	0
MEFV	1	243	0	6	0	30	0	0
ZNF263	0	79	0	14	0	104	0	0
TIGD7	0	33	0	11	0	24	0	0
ZNF75A	0	0	0	3	0	0	0	0
OR2C1	0	37	0	4	1	153	0	0
AC025283.3	0	160	0	12	0	117	0	0
MTRNR2L4	0	1	0	0	0	1	0	0
ZSCAN32	0	55	0	10	0	26	0	0
AC025283.2	0	55	0	10	0	26	0	0
ZNF174	0	18	0	0	0	20	0	0
ZNF597	0	89	0	2	0	70	0	0
NAA60	0	82	0	0	0	45	0	0
C16orf90	0	73	0	1	0	170	0	0
CLUAP1	0	102	0	1	0	185	0	0
NLRC3	0	208	0	10	1	384	0	0
SLX4	3	346	0	9	0	136	0	0
DNASE1	0	131	0	14	6	503	0	0
TRAP1	1	164	0	18	7	543	0	0
CREBBP	9	692	0	0	4	571	0	0
ADCY9	1	301	0	3	0	268	0	0
SRL	0	76	0	3	0	44	0	0
TFAP4	0	84	0	0	0	71	0	0
GLIS2	0	53	0	0	0	51	0	0
PAM16	0	55	0	0	0	59	0	0
CORO7-PAM16	1	205	0	21	0	302	0	0
CORO7	1	205	0	21	0	302	0	0
VASN	0	0	0	0	0	0	0	0
DNAJA3	0	84	0	1	0	56	0	0
NMRAL1	0	39	0	3	0	54	0	0
HMOX2	0	113	0	3	0	66	0	0
CDIP1	0	0	0	0	0	0	0	0
C16orf96	0	207	0	20	0	156	0	0
UBALD1	0	56	0	0	0	23	0	0
MGRN1	0	274	0	3	0	84	0	0
NUDT16L1	0	0	0	0	0	0	0	0
ANKS3	0	197	0	2	0	84	0	0
C16orf71	0	12	0	9	0	16	0	0
ZNF500	0	63	0	3	0	44	0	0
SEPT12	0	43	0	1	0	59	0	0
SMIM22	0	0	0	0	0	0	0	0
ROGDI	0	22	0	1	0	96	0	0
GLYR1	0	62	0	1	0	23	0	0
UBN1	0	157	0	1	0	126	0	0
PPL	0	216	0	2	0	192	0	0
SEC14L5	1	235	0	13	0	96	0	0
NAGPA	0	119	0	3	0	74	0	0
ALG1	0	280	0	15	0	261	0	0
C16orf89	0	19	0	6	0	115	0	0
EEF2KMT	0	33	0	6	0	25	0	0
RBFOX1	0	87	0	2	0	104	0	0
TMEM114	0	0	0	0	0	0	0	0
METTL22	0	20	0	0	0	46	0	0
ABAT	0	82	0	2	0	67	0	0
TMEM186	0	1	0	1	0	1	0	0
PMM2	0	18	0	6	0	127	0	0
CARHSP1	0	66	0	3	0	61	0	0
AC022167.5	0	0	0	0	0	0	0	0
USP7	3	201	0	0	0	33	0	0
C16orf72	0	19	0	0	0	73	0	0
GRIN2A	0	169	0	2	1	237	0	0
ATF7IP2	1	138	0	5	0	24	0	0
EMP2	0	13	0	2	0	26	0	0
TEKT5	0	68	0	3	4	1576	0	0
NUBP1	1	128	0	4	0	40	0	0
TVP23A	0	23	0	4	0	23	0	0
CIITA	1	197	0	6	0	123	0	0
DEXI	0	5	0	1	0	10	0	0
CLEC16A	0	166	0	0	0	136	0	0
RMI2	0	116	0	4	1	190	0	0
SOCS1	0	29	0	0	0	155	0	0
TNP2	0	15	0	2	0	8	0	0
PRM3	0	0	0	0	0	0	0	0
PRM2	0	56	0	1	0	9	0	0
PRM1	0	0	0	0	0	0	0	0
