#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
TUBA3C	0	110	0	8	0	117	0	0
TPTE2	0	101	0	74	0	53	0	0
MPHOSPH8	0	130	0	5	0	53	0	0
PSPC1	0	92	0	27	0	120	0	0
ZMYM5	0	36	0	37	0	40	0	0
ZMYM2	0	19	0	2	0	84	0	0
GJA3	0	40	0	1	1	63	0	0
GJB2	0	12	0	13	0	210	0	0
GJB6	1	98	0	20	0	172	0	0
CRYL1	0	37	0	4	0	29	0	0
IFT88	0	104	0	2	0	69	0	0
IL17D	0	7	0	5	0	14	0	0
EEF1AKMT1	0	28	0	5	0	41	0	0
XPO4	0	185	0	2	0	77	0	0
LATS2	0	260	0	1	0	135	0	0
SAP18	0	13	0	2	0	10	0	0
SKA3	0	2	0	247	0	2	0	0
MRPL57	0	0	0	0	0	0	0	0
ZDHHC20	0	7	0	5	1	121	0	0
MICU2	0	24	0	92	0	114	0	0
FGF9	0	12	0	0	0	18	0	0
SGCG	0	22	0	1	0	35	0	0
SACS	5	549	0	12	11	873	0	0
TNFRSF19	0	39	0	1	0	21	0	0
MIPEP	1	186	0	8	2	133	0	0
C1QTNF9B	0	0	0	2	0	0	0	0
AL359736.1	1	204	0	7	0	173	0	0
SPATA13	1	164	0	2	0	163	0	0
C1QTNF9	0	81	0	8	0	103	0	0
PARP4	0	180	0	20	3	303	0	0
ATP12A	2	166	0	25	1	190	0	0
RNF17	0	214	0	12	0	181	0	0
CENPJ	0	88	0	21	0	101	0	0
PABPC3	0	66	0	32	0	61	0	0
AMER2	1	244	0	2	0	69	0	0
MTMR6	0	33	0	7	0	119	0	0
NUP58	0	40	0	1	0	136	0	0
ATP8A2	0	85	0	3	0	81	0	0
SHISA2	0	82	0	0	0	50	0	0
RNF6	0	146	0	5	1	47	0	0
CDK8	0	14	0	1	0	13	0	0
WASF3	0	187	0	11	0	43	0	0
GPR12	0	14	0	1	0	53	0	0
USP12	0	22	0	0	0	14	0	0
RPL21	0	8	0	0	0	3	0	0
RASL11A	1	188	0	4	0	15	0	0
GTF3A	0	3	0	3	0	59	0	0
MTIF3	0	6	0	4	0	7	0	0
LNX2	0	74	0	1	0	248	0	0
POLR1D	0	1159	0	1	0	7	0	0
GSX1	0	45	0	0	0	49	0	0
PDX1	0	76	0	8	1	143	0	0
CDX2	0	28	0	0	0	41	0	0
URAD	0	93	0	2	0	9	0	0
FLT3	0	103	0	2	0	59	0	0
PAN3	0	86	0	1	0	253	0	0
FLT1	2	263	0	2	0	203	0	0
POMP	0	3	0	1	0	15	0	0
SLC46A3	0	19	0	13	0	86	0	0
MTUS2	0	117	0	7	1	105	0	0
SLC7A1	2	259	0	1	0	41	0	0
UBL3	0	37	0	0	0	5	0	0
KATNAL1	0	28	0	3	2	97	0	0
UBE2L5	0	0	0	0	0	0	0	0
HMGB1	0	22	0	0	0	2	0	0
USPL1	1	67	0	2	0	139	0	0
ALOX5AP	0	98	0	603	0	34	0	0
MEDAG	0	71	0	1	0	39	0	0
TEX26	0	179	0	4	0	191	0	0
HSPH1	1	74	0	3	0	144	0	0
B3GLCT	1	109	0	6	0	50	0	0
RXFP2	0	36	0	9	1	214	0	0
FRY	0	221	0	9	3	378	0	0
ZAR1L	0	12	0	0	0	9	0	0
BRCA2	2	279	0	21	2	373	0	0
N4BP2L1	0	0	0	2	0	1	0	0
N4BP2L2	0	107	0	9	0	53	0	0
PDS5B	4	307	0	3	0	73	0	0
KL	0	148	0	3	1	119	0	0
STARD13	0	225	0	1	0	214	0	0
RFC3	1	162	0	6	0	19	0	0
NBEA	2	324	0	7	2	347	0	0
MAB21L1	0	0	0	0	0	0	0	0
DCLK1	1	110	0	1	0	25	0	0
SOHLH2	2	118	0	0	0	17	0	0
CCDC169-SOHLH2	3	177	0	5	0	32	0	0
CCDC169	1	66	0	5	0	15	0	0
SPART	0	80	0	3	0	80	0	0
CCNA1	0	38	0	1	0	27	0	0
SERTM1	0	2	0	0	0	3	0	0
RFXAP	0	82	0	2	0	14	0	0
SMAD9	0	38	0	1	0	122	0	0
ALG5	0	28	0	2	0	39	0	0
EXOSC8	0	20	0	1	0	17	0	0
SUPT20H	0	55	0	3	0	99	0	0
CSNK1A1L	0	45	0	2	0	50	0	0
POSTN	0	53	0	4	0	216	0	0
TRPC4	0	49	0	3	0	39	0	0
UFM1	0	2	0	2	0	10	0	0
FREM2	7	541	0	12	13	1350	0	0
STOML3	0	23	0	25	0	45	0	0
PROSER1	3	389	0	1	0	74	0	0
NHLRC3	0	31	0	0	2	210	0	0
LHFPL6	0	22	0	1	0	10	0	0
COG6	0	2	0	1	0	6	0	0
FOXO1	1	258	0	0	0	171	0	0
MRPS31	0	122	0	1	0	25	0	0
SLC25A15	0	32	0	3	0	133	0	0
ELF1	0	233	0	1	1	184	0	0
WBP4	0	60	0	3	0	29	0	0
KBTBD6	2	260	0	1	0	21	0	0
KBTBD7	0	88	0	4	0	67	0	0
MTRF1	0	30	0	3	0	74	0	0
NAA16	1	119	0	6	0	124	0	0
RGCC	0	7	0	1	0	11	0	0
VWA8	1	225	0	40	6	491	0	0
DGKH	1	95	0	2	0	145	0	0
AKAP11	0	154	0	1	1	314	0	0
TNFSF11	0	14	0	1	0	53	0	0
FAM216B	0	4	0	2	0	11	0	0
EPSTI1	0	62	0	13	0	19	0	0
DNAJC15	0	14	0	4	0	16	0	0
ENOX1	0	153	0	4	0	88	0	0
CCDC122	0	8	0	7	0	9	0	0
LACC1	0	29	0	1	0	74	0	0
AL512506.3	0	11	0	0	0	7	0	0
SMIM2	0	4	0	1	0	1	0	0
SERP2	0	2	0	0	0	1	0	0
TSC22D1	0	104	0	0	0	223	0	0
NUFIP1	0	28	0	52	0	35	0	0
GPALPP1	0	1	0	5	1	164	0	0
GTF2F2	0	15	0	0	0	10	0	0
KCTD4	0	0	0	0	0	0	0	0
TPT1	0	63	0	5	0	3	0	0
SLC25A30	0	2	0	1	0	1	0	0
COG3	0	23	0	3	0	77	0	0
ERICH6B	2	1086	0	5	0	85	0	0
SPERT	0	49	0	5	0	139	0	0
SIAH3	0	10	0	0	0	23	0	0
ZC3H13	0	52	0	7	0	282	0	0
CPB2	0	42	0	0	0	23	0	0
LCP1	0	33	0	0	0	179	0	0
LRRC63	0	10	0	6	0	36	0	0
RUBCNL	0	16	0	3	0	52	0	0
LRCH1	0	65	0	2	0	173	0	0
ESD	1	187	0	1	0	27	0	0
HTR2A	0	204	0	0	0	70	0	0
SUCLA2	0	57	0	6	0	307	0	0
NUDT15	0	21	0	5	0	58	0	0
MED4	0	71	0	4	0	64	0	0
ITM2B	0	44	0	1	0	6	0	0
RB1	1	184	0	1	1	238	0	0
LPAR6	0	0	0	0	0	0	0	0
RCBTB2	0	100	0	1	1	146	0	0
CYSLTR2	1	189	0	3	0	20	0	0
FNDC3A	0	167	0	0	0	95	0	0
MLNR	0	29	0	132	0	20	0	0
CDADC1	0	35	0	5	0	43	0	0
CAB39L	0	63	0	5	0	30	0	0
SETDB2	0	15	0	6	0	21	0	0
PHF11	0	8	0	5	0	4	0	0
RCBTB1	0	893	0	2	2	165	0	0
ARL11	0	33	0	0	0	71	0	0
EBPL	0	13	0	9	0	33	0	0
KPNA3	1	114	0	1	0	18	0	0
SPRYD7	0	4	0	2	0	6	0	0
TRIM13	0	6	0	39	0	36	0	0
KCNRG	0	6	0	39	0	36	0	0
DLEU7	0	8	0	5	0	6	0	0
RNASEH2B	0	57	0	2	0	86	0	0
C13orf42	0	0	0	0	0	0	0	0
FAM124A	0	77	0	6	0	103	0	0
SERPINE3	0	117	0	5	0	12	0	0
INTS6	0	37	0	5	0	111	0	0
WDFY2	0	20	0	1	0	68	0	0
AL162377.3	0	4	0	5	0	148	0	0
DHRS12	0	4	0	5	0	148	0	0
TMEM272	0	0	0	0	0	0	0	0
CCDC70	0	13	0	11	0	28	0	0
ATP7B	0	242	0	25	5	517	0	0
ALG11	0	0	0	1	0	0	0	0
UTP14C	0	0	0	1	0	0	0	0
NEK5	0	24	0	8	0	45	0	0
NEK3	0	0	0	0	0	1	0	0
THSD1	0	77	0	4	0	151	0	0
VPS36	0	54	0	1	0	23	0	0
CKAP2	0	103	0	8	0	160	0	0
HNRNPA1L2	0	0	0	0	0	0	0	0
SUGT1	0	26	0	0	0	15	0	0
CNMD	0	17	0	12	0	44	0	0
PCDH8	0	165	0	1	2	140	0	0
OLFM4	1	152	0	4	0	37	0	0
PRR20A	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0
PCDH17	0	162	0	2	0	139	0	0
DIAPH3	0	71	0	24	4	482	0	0
TDRD3	0	13	0	1	1	1116	0	0
PCDH20	0	88	0	60	0	99	0	0
AL592490.1	0	88	0	60	0	99	0	0
AL445989.1	0	0	0	0	0	0	0	0
AL445238.1	0	0	0	0	0	0	0	0
PCDH9	0	91	0	0	0	161	0	0
KLHL1	0	122	0	0	1	148	0	0
DACH1	0	40	0	0	1	73	0	0
MZT1	0	1	0	0	0	0	0	0
BORA	0	35	0	2	0	98	0	0
DIS3	0	23	0	54	0	147	0	0
PIBF1	0	45	0	7	0	107	0	0
KLF5	0	19	0	0	0	62	0	0
KLF12	0	113	0	1	0	28	0	0
TBC1D4	1	83	0	6	1	186	0	0
COMMD6	0	2	0	3	0	6	0	0
UCHL3	0	6	0	2	0	13	0	0
LMO7	0	167	0	30	4	366	0	0
KCTD12	1	173	0	1	0	22	0	0
ACOD1	0	35	0	1	0	30	0	0
CLN5	0	27	0	3	0	37	0	0
AC001226.2	0	202	0	4	0	190	0	0
FBXL3	0	30	0	3	0	37	0	0
MYCBP2	0	285	0	7	2	369	0	0
SCEL	0	21	0	10	1	105	0	0
SLAIN1	0	22	0	1	0	88	0	0
EDNRB	0	124	0	1	0	22	0	0
POU4F1	0	76	0	0	0	113	0	0
RNF219	0	51	0	5	1	128	0	0
RBM26	0	126	0	7	0	80	0	0
NDFIP2	0	74	0	0	0	76	0	0
SPRY2	0	9	0	0	1	74	0	0
SLITRK1	0	43	0	1	0	69	0	0
SLITRK6	0	56	0	5	0	255	0	0
SLITRK5	0	93	0	2	0	127	0	0
GPC5	0	24	0	2	0	100	0	0
GPC6	0	65	0	0	0	66	0	0
DCT	0	22	0	7	0	54	0	0
TGDS	0	24	0	4	0	49	0	0
GPR180	0	33	0	11	0	148	0	0
SOX21	0	59	0	1	0	35	0	0
ABCC4	1	345	0	15	1	310	0	0
CLDN10	0	51	0	1	0	26	0	0
DZIP1	0	48	0	4	0	175	0	0
DNAJC3	0	83	0	3	0	44	0	0
UGGT2	1	200	0	56	3	393	0	0
HS6ST3	0	152	0	0	0	138	0	0
OXGR1	0	52	0	47	0	68	0	0
MBNL2	0	63	0	1	0	23	0	0
RAP2A	0	31	0	1	0	5	0	0
IPO5	0	115	0	24	0	156	0	0
FARP1	0	351	0	5	0	247	0	0
RNF113B	0	84	0	3	0	58	0	0
STK24	0	60	0	2	0	68	0	0
SLC15A1	0	29	0	3	0	74	0	0
DOCK9	4	452	0	3	0	187	0	0
UBAC2	0	167	0	4	0	41	0	0
GPR18	0	45	0	3	0	27	0	0
GPR183	0	0	0	0	0	0	0	0
TM9SF2	1	245	0	1	0	15	0	0
CLYBL	0	83	0	13	0	69	0	0
ZIC5	0	1103	0	6	1	266	0	0
ZIC2	0	220	0	0	0	121	0	0
PCCA	0	100	0	5	0	75	0	0
GGACT	0	42	0	2	0	14	0	0
TMTC4	0	121	0	4	0	160	0	0
NALCN	5	1472	0	6	2	150	0	0
ITGBL1	0	85	0	2	0	64	0	0
FGF14	0	61	0	0	0	12	0	0
TPP2	0	37	0	16	0	127	0	0
METTL21C	0	13	0	5	0	91	0	0
CCDC168	4	461	1	106	0	154	0	0
TEX30	0	5	0	1	0	12	0	0
KDELC1	0	14	0	3	0	36	0	0
BIVM	1	38	0	5	0	20	0	0
BIVM-ERCC5	5	366	0	14	0	178	0	0
ERCC5	5	366	0	14	0	178	0	0
SLC10A2	1	78	0	11	0	110	0	0
DAOA	0	1	0	1	0	0	0	0
EFNB2	0	57	0	0	0	18	0	0
ARGLU1	0	0	0	0	0	0	0	0
FAM155A	1	110	0	0	0	31	0	0
LIG4	1	69	0	15	0	101	0	0
ABHD13	0	14	0	0	0	45	0	0
TNFSF13B	0	26	0	0	0	6	0	0
MYO16	1	295	0	11	0	228	0	0
IRS2	1	242	0	1	0	137	0	0
COL4A1	1	295	0	4	0	205	0	0
COL4A2	4	236	0	13	1	155	0	0
RAB20	0	4	0	2	0	17	0	0
NAXD	0	150	0	4	0	82	0	0
CARS2	1	100	0	67	0	90	0	0
ING1	0	25	0	0	0	28	0	0
ANKRD10	0	57	0	0	0	56	0	0
ARHGEF7	0	116	0	2	0	250	0	0
TEX29	0	35	0	4	0	4	0	0
SOX1	0	61	0	1	0	85	0	0
SPACA7	0	30	0	3	0	12	0	0
TUBGCP3	1	106	0	5	0	65	0	0
ATP11A	1	740	0	32	1	145	0	0
MCF2L	1	349	0	7	1	331	0	0
F7	0	30	0	5	0	46	0	0
F10	0	26	0	2	0	22	0	0
PROZ	0	33	0	7	1	94	0	0
PCID2	0	52	0	8	0	19	0	0
