#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
TUBB8	0	0	0	0	0	0	0	0
ZMYND11	0	72	0	0	0	23	0	0
DIP2C	4	651	0	4	0	144	0	0
PRR26	0	0	0	0	0	0	0	0
LARP4B	1	47	0	2	1	116	0	0
GTPBP4	0	37	0	3	0	80	0	0
IDI2	0	19	0	18	0	8	0	0
IDI1	0	7	0	4	0	41	0	0
WDR37	0	76	0	0	0	81	0	0
ADARB2	0	109	0	3	2	319	0	0
PFKP	0	258	0	12	0	180	0	0
PITRM1	1	401	0	10	2	171	0	0
KLF6	0	0	0	0	0	0	0	0
AKR1E2	0	5	0	5	0	38	0	0
AKR1C1	0	75	0	8	0	20	0	0
AKR1C2	0	189	0	4	0	36	0	0
AKR1C3	0	22	1	41	0	108	0	0
AKR1C8P	0	0	0	0	0	0	0	0
AKR1C4	0	8	0	11	0	36	0	0
UCN3	0	12	0	2	0	9	0	0
TUBAL3	1	116	0	5	0	123	0	0
NET1	0	49	0	8	0	64	0	0
CALML5	0	7	0	0	0	100	0	0
CALML3	0	7	0	0	0	17	0	0
ASB13	1	87	0	23	0	51	0	0
FAM208B	1	297	0	3	0	155	0	0
GDI2	0	39	0	0	0	2	0	0
ANKRD16	1	72	0	4	0	39	0	0
FBH1	1	361	0	2	0	65	0	0
IL15RA	0	57	0	2	0	10	0	0
IL2RA	0	16	0	1	0	11	0	0
RBM17	0	163	0	0	0	17	0	0
PFKFB3	0	142	0	1	0	62	0	0
PRKCQ	0	81	0	3	0	53	0	0
SFMBT2	0	163	0	4	3	399	0	0
ITIH5	0	70	0	104	2	236	0	0
ITIH2	0	140	0	17	2	283	0	0
KIN	0	12	0	4	0	19	0	0
ATP5F1C	0	8	0	3	0	24	0	0
TAF3	0	156	0	1	0	53	0	0
GATA3	0	174	0	1	0	36	0	0
CELF2	2	75	0	1	0	44	0	0
USP6NL	0	41	0	6	0	83	0	0
ECHDC3	0	25	0	6	0	17	0	0
PROSER2	0	82	0	8	2	285	0	0
UPF2	0	106	0	1	1	201	0	0
DHTKD1	0	51	0	10	3	433	0	0
SEC61A2	0	26	0	3	0	4	0	0
NUDT5	0	5	0	1	0	10	0	0
CDC123	0	35	0	8	0	16	0	0
CAMK1D	0	65	0	0	0	10	0	0
CCDC3	0	19	0	1	0	40	0	0
OPTN	0	71	0	4	0	31	0	0
MCM10	4	325	0	1	1	128	0	0
UCMA	0	6	0	2	0	23	0	0
PHYH	0	82	0	6	0	102	0	0
SEPHS1	1	66	0	0	0	13	0	0
BEND7	0	45	0	11	0	16	0	0
PRPF18	0	21	0	1	0	54	0	0
AL157392.5	0	10	0	1	0	8	0	0
FRMD4A	0	188	0	2	0	117	0	0
FAM107B	0	32	0	0	0	22	0	0
CDNF	0	1	0	0	0	0	0	0
HSPA14	0	144	0	0	0	33	0	0
SUV39H2	0	22	0	0	0	9	0	0
DCLRE1C	0	51	0	1	0	35	0	0
MEIG1	0	9	0	0	0	6	0	0
OLAH	0	7	0	6	0	10	0	0
ACBD7	0	7	0	2	0	6	0	0
RPP38	1	54	0	0	0	95	0	0
NMT2	1	54	0	1	0	96	0	0
FAM171A1	0	125	0	2	0	145	0	0
ITGA8	0	95	0	2	0	114	0	0
MINDY3	0	21	0	2	0	16	0	0
PTER	0	27	0	3	0	112	0	0
C1QL3	0	26	0	0	0	19	0	0
RSU1	0	24	0	4	0	66	0	0
CUBN	4	524	0	46	7	591	0	0
TRDMT1	0	27	0	3	0	19	0	0
VIM	0	49	0	1	0	48	0	0
ST8SIA6	0	20	0	5	0	74	0	0
HACD1	0	18	0	20	0	20	0	0
STAM	0	37	0	2	0	30	0	0
TMEM236	0	118	0	7	2	365	0	0
MRC1	0	0	0	0	0	0	0	0
SLC39A12	0	108	0	5	0	69	0	0
CACNB2	3	300	0	13	0	120	0	0
NSUN6	0	28	0	6	0	61	0	0
ARL5B	0	13	0	0	0	8	0	0
MALRD1	1	201	0	29	5	448	0	0
PLXDC2	0	3	0	0	0	13	0	0
NEBL	0	60	0	18	1	123	0	0
C10orf113	0	0	0	0	0	0	0	0
CASC10	0	47	0	2	0	17	0	0
SKIDA1	0	182	0	1	1	277	0	0
MLLT10	0	200	0	0	0	126	0	0
DNAJC1	0	25	0	0	0	24	0	0
EBLN1	0	61	0	9	0	6	0	0
COMMD3	0	0	0	0	0	0	0	0
COMMD3-BMI1	0	6	0	2	0	4	0	0
BMI1	0	6	0	2	0	4	0	0
