#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
CHL1	0	110	0	0	0	162	0	0
CNTN6	0	1194	0	19	1	134	0	0
CNTN4	0	75	0	7	0	139	0	0
IL5RA	0	64	0	6	0	54	0	0
TRNT1	0	7	0	13	1	37	0	0
CRBN	0	41	0	8	2	103	0	0
SUMF1	0	440	0	13	2	268	0	0
LRRN1	0	308	0	0	0	147	0	0
SETMAR	0	106	0	11	0	39	0	0
ITPR1	3	548	0	8	3	362	0	0
BHLHE40	0	24	0	0	0	22	0	0
ARL8B	0	5	0	2	0	18	0	0
EDEM1	0	41	0	7	2	80	0	0
GRM7	0	185	0	2	0	55	0	0
LMCD1	0	32	0	0	0	84	0	0
SSUH2	0	29	0	10	0	211	0	0
CAV3	0	92	0	2	0	77	0	0
OXTR	0	92	0	2	0	76	0	0
RAD18	0	13	0	5	0	22	0	0
SRGAP3	0	319	0	1	0	100	0	0
THUMPD3	0	19	0	7	0	82	0	0
SETD5	1	86	0	0	2	155	0	0
LHFPL4	0	36	0	0	0	5	0	0
MTMR14	0	70	0	12	0	62	0	0
CPNE9	0	87	0	0	0	7	0	0
BRPF1	0	102	0	0	0	84	0	0
OGG1	0	93	0	4	0	147	0	0
CAMK1	0	32	0	4	0	69	0	0
TADA3	0	55	0	0	0	29	0	0
ARPC4	0	2	0	0	0	11	0	0
ARPC4-TTLL3	0	99	0	5	0	96	0	0
TTLL3	0	171	0	6	0	101	0	0
RPUSD3	0	76	0	1	0	16	0	0
CIDEC	0	29	0	3	0	52	0	0
JAGN1	0	44	0	12	0	25	0	0
IL17RE	0	19	0	3	0	170	0	0
IL17RC	0	159	0	11	1	201	0	0
CRELD1	0	0	0	0	0	0	0	0
PRRT3	1	203	0	7	0	154	0	0
EMC3	0	41	0	0	0	15	0	0
FANCD2	0	99	0	18	0	105	0	0
FANCD2OS	0	12	0	4	0	17	0	0
BRK1	0	1	0	1	0	4	0	0
VHL	0	66	0	1	0	22	0	0
IRAK2	0	110	0	19	0	111	0	0
TATDN2	1	138	0	2	3	214	0	0
AC022384.1	1	136	0	1	3	201	0	0
GHRL	0	15	0	2	0	7	0	0
SEC13	0	78	0	0	0	34	0	0
ATP2B2	1	251	0	2	0	106	0	0
SLC6A11	2	322	0	4	0	40	0	0
SLC6A1	0	399	0	1	0	17	0	0
HRH1	0	82	0	0	0	52	0	0
ATG7	0	33	0	9	0	86	0	0
VGLL4	0	227	0	1	0	35	0	0
TAMM41	0	104	0	3	0	36	0	0
SYN2	0	37	0	2	0	44	0	0
TIMP4	0	32	0	2	0	34	0	0
PPARG	0	97	0	0	0	18	0	0
TSEN2	0	57	0	3	0	26	0	0
MKRN2OS	0	32	0	5	0	16	0	0
MKRN2	0	137	0	3	0	25	0	0
RAF1	0	32	0	0	0	29	0	0
TMEM40	0	14	0	6	0	16	0	0
CAND2	0	165	0	6	0	356	0	0
RPL32	0	7	0	0	0	40	0	0
IQSEC1	4	229	0	0	1	128	0	0
NUP210	1	309	0	12	6	432	0	0
HDAC11	0	18	0	2	0	46	0	0
FBLN2	5	476	0	2	0	176	0	0
WNT7A	0	56	0	1	0	32	0	0
CHCHD4	0	12	0	1	0	15	0	0
TMEM43	0	23	0	4	0	54	0	0
AC090004.1	0	29	0	0	0	20	0	0
XPC	0	95	0	6	0	71	0	0
LSM3	0	4	0	1	0	3	0	0
SLC6A6	0	44	0	0	0	5	0	0
GRIP2	0	45	0	4	0	81	0	0
CCDC174	0	14	0	0	1	119	0	0
C3orf20	0	214	0	17	0	1078	0	0
FGD5	1	352	0	2	2	161	0	0
NR2C2	0	49	0	1	0	87	0	0
MRPS25	0	18	0	4	0	38	0	0
RBSN	0	109	0	3	0	136	0	0
CAPN7	1	90	0	4	1	40	0	0
SH3BP5	0	63	0	0	0	22	0	0
METTL6	0	13	0	14	0	9	0	0
EAF1	0	0	0	1	0	0	0	0
COLQ	0	35	0	4	0	48	0	0
HACL1	0	42	0	10	0	60	0	0
BTD	0	60	0	8	0	106	0	0
ANKRD28	1	223	0	0	0	92	0	0
GALNT15	0	97	0	10	0	55	0	0
DPH3	0	0	0	0	0	0	0	0
OXNAD1	1	954	0	8	0	28	0	0
RFTN1	3	1154	0	5	0	42	0	0
DAZL	0	13	0	1	0	27	0	0
PLCL2	1	171	0	4	0	30	0	0
TBC1D5	0	169	0	11	0	171	0	0
SATB1	0	120	0	2	0	44	0	0
KCNH8	0	197	0	3	0	211	0	0
EFHB	1	82	1	24	2	205	0	0
RAB5A	0	117	0	0	0	18	0	0
PP2D1	0	16	0	3	0	41	0	0
KAT2B	0	40	0	49	2	352	0	0
SGO1	0	70	0	8	0	16	0	0
ZNF385D	0	129	0	1	0	77	0	0
UBE2E2	0	1	0	1	0	3	0	0
UBE2E1	0	190	0	0	0	2	0	0
NKIRAS1	0	135	0	1	0	18	0	0
RPL15	0	113	0	1	0	11	0	0
NR1D2	0	62	0	0	0	102	0	0
THRB	0	28	0	0	0	32	0	0
RARB	1	156	0	0	0	18	0	0
TOP2B	0	62	0	5	0	164	0	0
NGLY1	0	8	0	4	0	13	0	0
OXSM	0	30	0	18	0	121	0	0
LRRC3B	1	139	0	0	0	8	0	0
NEK10	0	73	0	6	3	331	0	0
SLC4A7	0	57	0	9	1	115	0	0
EOMES	1	84	0	6	1	1363	0	0
CMC1	0	77	0	4	0	2	0	0
AZI2	0	0	0	3	0	0	0	0
ZCWPW2	0	58	0	7	0	15	0	0
AC098650.1	0	74	0	8	0	43	0	0
RBMS3	0	26	0	3	0	46	0	0
TGFBR2	0	110	0	2	0	74	0	0
GADL1	0	50	0	7	3	146	0	0
STT3B	0	47	0	0	0	32	0	0
OSBPL10	4	356	0	4	0	142	0	0
ZNF860	2	185	0	2	0	21	0	0
GPD1L	0	35	0	1	0	35	0	0
CMTM8	0	92	0	1	0	15	0	0
CMTM7	0	19	0	1	0	10	0	0
CMTM6	0	3	0	0	0	3	0	0
DYNC1LI1	0	34	0	6	0	102	0	0
CNOT10	0	23	0	0	0	136	0	0
TRIM71	1	148	0	0	0	105	0	0
CCR4	0	70	0	3	0	12	0	0
GLB1	0	84	0	4	0	38	0	0
TMPPE	0	0	0	0	0	0	0	0
CRTAP	0	73	0	3	0	140	0	0
SUSD5	0	115	0	4	1	123	0	0
FBXL2	0	19	0	0	0	15	0	0
UBP1	0	30	0	1	0	57	0	0
CLASP2	0	225	0	3	1	218	0	0
