#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
OR4F17	0	0	0	0	0	0	0	0
PLPP2	0	38	0	5	0	233	0	0
MIER2	2	306	0	7	0	132	0	0
THEG	0	83	0	12	0	52	0	0
C2CD4C	0	94	0	4	4	363	0	0
SHC2	1	179	0	2	0	115	0	0
ODF3L2	0	11	0	1	0	54	0	0
MADCAM1	0	1139	0	6	0	25	0	0
TPGS1	0	20	0	2	0	97	0	0
CDC34	0	91	0	1	0	20	0	0
GZMM	0	27	0	63	0	44	0	0
BSG	0	75	0	7	0	32	0	0
HCN2	0	151	0	6	1	291	0	0
POLRMT	2	334	0	0	0	21	0	0
FGF22	0	28	0	10	0	134	0	0
RNF126	1	174	0	0	0	55	0	0
FSTL3	0	46	0	0	0	16	0	0
PRSS57	0	35	0	2	0	22	0	0
PALM	0	23	0	0	0	24	0	0
MISP	0	182	0	22	0	940	0	0
PTBP1	3	296	0	0	0	52	0	0
PLPPR3	0	40	0	0	0	5	0	0
AZU1	0	58	0	7	0	78	0	0
PRTN3	0	42	0	9	0	8	0	0
ELANE	0	19	0	3	0	7	0	0
CFD	0	17	0	1	0	9	0	0
MED16	0	33	0	5	0	20	0	0
R3HDM4	0	67	0	1	0	28	0	0
KISS1R	0	50	0	10	0	17	0	0
ARID3A	3	286	0	0	0	51	0	0
WDR18	0	57	0	1	0	70	0	0
GRIN3B	2	432	0	45	2	312	0	0
TMEM259	0	7	0	0	0	3	0	0
CNN2	0	10	0	0	0	12	0	0
ABCA7	1	289	0	101	1	606	0	0
ARHGAP45	0	140	0	1	0	55	0	0
POLR2E	0	28	0	2	0	62	0	0
GPX4	0	14	0	0	0	64	0	0
SBNO2	2	227	0	5	0	191	0	0
STK11	1	98	0	0	0	35	0	0
CBARP	0	0	0	0	0	0	0	0
ATP5F1D	0	47	0	2	1	29	0	0
MIDN	0	199	0	1	0	103	0	0
CIRBP	0	57	0	0	0	12	0	0
C19orf24	0	0	0	0	0	0	0	0
EFNA2	0	26	0	0	0	15	0	0
MUM1	0	74	0	3	0	40	0	0
NDUFS7	0	65	0	0	0	12	0	0
GAMT	0	5	0	0	0	86	0	0
DAZAP1	0	77	0	1	0	15	0	0
RPS15	0	0	0	0	0	0	0	0
APC2	3	416	0	5	2	290	0	0
C19orf25	2	334	0	3	1	162	0	0
PCSK4	0	49	0	8	0	163	0	0
REEP6	0	14	0	0	0	30	0	0
ADAMTSL5	0	162	0	8	2	417	0	0
PLK5	1	57	0	7	2	147	0	0
MEX3D	2	234	0	0	0	58	0	0
MBD3	0	80	0	0	0	16	0	0
AC005943.1	0	92	0	2	0	19	0	0
UQCR11	0	13	0	2	0	3	0	0
TCF3	4	412	0	1	1	264	0	0
ONECUT3	0	77	0	3	1	156	0	0
ATP8B3	5	344	1	76	0	219	0	0
REXO1	0	532	0	0	4	315	0	0
KLF16	0	30	0	0	0	9	0	0
ABHD17A	0	177	0	0	0	40	0	0
SCAMP4	0	72	0	2	0	28	0	0
ADAT3	0	0	0	0	0	0	0	0
CSNK1G2	0	120	0	53	1	124	0	0
BTBD2	1	1295	0	3	0	144	0	0
MKNK2	0	96	0	13	0	57	0	0
MOB3A	0	35	0	2	1	249	0	0
IZUMO4	0	0	0	0	0	0	0	0
AP3D1	0	178	0	2	0	229	0	0
DOT1L	4	447	0	0	0	94	0	0
PLEKHJ1	0	0	0	0	0	0	0	0
SF3A2	0	82	0	4	0	29	0	0
AMH	0	0	0	0	0	0	0	0
JSRP1	0	0	0	0	0	0	0	0
OAZ1	0	0	0	0	0	0	0	0
AC005258.1	2	198	0	2	1	374	0	0
PEAK3	0	32	0	2	0	136	0	0
LINGO3	0	123	0	0	0	236	0	0
LSM7	0	45	0	0	0	4	0	0
SPPL2B	0	0	0	1	0	0	0	0
TMPRSS9	0	105	0	30	0	227	0	0
TIMM13	0	1	0	1	0	6	0	0
LMNB2	0	67	0	1	0	50	0	0
GADD45B	0	7	0	2	0	6	0	0
GNG7	0	3	0	0	0	3	0	0
DIRAS1	0	28	0	0	0	16	0	0
AC006538.2	0	36	0	0	0	115	0	0
SLC39A3	0	36	0	0	0	114	0	0
SGTA	0	227	0	0	0	55	0	0
THOP1	0	210	0	1	0	101	0	0
ZNF554	0	93	0	11	0	38	0	0
ZNF555	1	170	0	13	0	18	0	0
ZNF556	2	190	1	100	0	79	0	0
ZNF57	0	99	0	64	0	21	0	0
ZNF77	0	82	0	14	0	89	0	0
TLE6	0	152	0	14	0	35	0	0
TLE2	0	199	0	14	2	240	0	0
AES	0	78	0	1	0	7	0	0
GNA11	1	113	0	0	0	8	0	0
GNA15	0	30	0	0	0	30	0	0
S1PR4	1	262	0	0	0	186	0	0
NCLN	0	167	0	2	0	80	0	0
CELF5	0	44	0	0	0	23	0	0
NFIC	0	98	0	0	0	95	0	0
SMIM24	0	5	0	1	0	11	0	0
AC005551.1	0	0	0	0	0	0	0	0
DOHH	0	54	0	19	0	39	0	0
FZR1	0	35	0	0	0	32	0	0
MFSD12	0	54	0	128	0	155	0	0
C19orf71	0	30	0	122	0	104	0	0
HMG20B	0	12	0	2	0	79	0	0
GIPC3	0	37	0	5	0	79	0	0
TBXA2R	0	18	0	3	0	39	0	0
CACTIN	0	250	0	2	0	29	0	0
PIP5K1C	0	140	0	1	1	78	0	0
TJP3	2	153	0	3	1	329	0	0
APBA3	2	297	0	5	0	144	0	0
MRPL54	0	2	0	1	0	7	0	0
RAX2	0	0	0	0	0	0	0	0
MATK	0	93	0	2	0	46	0	0
ZFR2	0	147	0	26	0	125	0	0
ATCAY	0	82	0	0	0	39	0	0
NMRK2	1	154	0	7	0	27	0	0
DAPK3	1	105	0	3	0	53	0	0
EEF2	0	248	0	0	0	45	0	0
PIAS4	0	402	0	1	0	88	0	0
ZBTB7A	1	289	0	0	0	48	0	0
MAP2K2	1	168	0	2	0	40	0	0
CREB3L3	0	206	0	11	0	54	0	0
SIRT6	0	72	0	0	0	7	0	0
ANKRD24	2	330	0	9	1	166	0	0
EBI3	0	28	0	1	0	12	0	0
YJU2	0	43	0	2	0	123	0	0
SHD	0	48	0	3	0	137	0	0
TMIGD2	1	148	0	1	0	10	0	0
FSD1	0	264	0	0	1	51	0	0
STAP2	0	5	0	0	0	956	0	0
MPND	0	91	0	5	0	129	0	0
SH3GL1	0	14	0	1	0	3	0	0
CHAF1A	1	177	0	1	0	56	0	0
UBXN6	0	36	0	1	0	13	0	0
HDGFL2	0	8	0	0	0	5	0	0
PLIN4	4	1349	0	51	2	143	0	0
PLIN5	0	136	0	7	0	181	0	0
AC011498.4	1	279	0	4	0	77	0	0
LRG1	1	269	0	4	0	52	0	0
SEMA6B	0	163	0	1	0	115	0	0
TNFAIP8L1	0	53	0	3	0	16	0	0
MYDGF	0	68	0	8	0	31	0	0
DPP9	3	177	0	2	3	248	0	0
FEM1A	0	159	0	2	0	29	0	0
TICAM1	0	57	0	3	0	99	0	0
PLIN3	0	117	0	4	0	132	0	0
ARRDC5	0	38	0	3	0	37	0	0
UHRF1	1	144	0	0	0	23	0	0
KDM4B	1	322	0	3	0	88	0	0
PTPRS	2	440	0	2	1	262	0	0
ZNRF4	0	140	0	1	0	38	0	0
TINCR	0	0	0	0	0	0	0	0
SAFB2	0	166	0	15	0	148	0	0
SAFB	2	210	0	0	0	67	0	0
RPL36	0	46	0	11	0	36	0	0
C19orf70	0	0	0	0	0	0	0	0
HSD11B1L	0	46	0	11	0	36	0	0
LONP1	0	97	0	0	1	187	0	0
CATSPERD	0	51	0	11	0	53	0	0
PRR22	0	0	0	0	0	0	0	0
AC011499.1	0	8	0	1	0	8	0	0
DUS3L	0	158	0	7	0	61	0	0
NRTN	0	10	0	0	0	7	0	0
FUT6	0	211	0	118	0	19	0	0
FUT3	0	3	0	0	0	0	0	0
FUT5	1	203	0	6	0	49	0	0
AC024592.3	1	212	0	9	0	82	0	0
NDUFA11	0	12	0	3	0	33	0	0
AC104532.1	0	9	0	0	0	67	0	0
VMAC	0	9	0	0	0	67	0	0
CAPS	0	0	0	0	0	0	0	0
RANBP3	1	201	0	1	0	32	0	0
RFX2	0	112	0	13	2	180	0	0
ACSBG2	0	6	0	5	0	16	0	0
MLLT1	0	207	0	0	0	66	0	0
ACER1	0	14	0	2	0	65	0	0
CLPP	0	16	0	1	0	13	0	0
ALKBH7	0	0	0	0	0	0	0	0
PSPN	0	47	0	1	0	38	0	0
GTF2F1	0	67	0	102	0	76	0	0
KHSRP	0	211	0	0	0	21	0	0
SLC25A41	0	23	0	11	1	201	0	0
SLC25A23	0	184	0	3	0	49	0	0
CRB3	0	0	0	0	0	18	0	0
DENND1C	0	50	0	7	0	33	0	0
TUBB4A	0	238	0	0	0	12	0	0
TNFSF9	0	26	0	0	0	91	0	0
CD70	0	11	0	1	0	10	0	0
TNFSF14	0	47	0	0	0	16	0	0
C3	1	365	0	4	0	158	0	0
GPR108	1	89	0	8	0	262	0	0
TRIP10	0	43	0	2	0	81	0	0
SH2D3A	0	51	0	13	1	124	0	0
VAV1	0	144	0	1	0	51	0	0
ADGRE1	2	221	0	36	0	130	0	0
MBD3L2B	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0
ZNF557	0	87	0	4	0	30	0	0
INSR	0	285	0	5	0	226	0	0
AC119396.1	0	119	0	8	0	83	0	0
AC008878.3	0	364	0	4	1	225	0	0
ARHGEF18	0	273	0	1	1	203	0	0
PEX11G	0	16	0	5	0	38	0	0
TEX45	0	49	0	6	0	24	0	0
AC008878.1	0	40	0	2	0	2	0	0
ZNF358	0	0	0	0	0	0	0	0
MCOLN1	0	34	0	2	0	47	0	0
AC008878.2	1	119	0	2	0	11	0	0
PNPLA6	4	250	0	17	2	236	0	0
CAMSAP3	2	248	0	4	0	132	0	0
XAB2	0	64	0	0	0	92	0	0
PET100	0	1	0	2	0	51	0	0
AC008763.2	0	33	0	5	0	103	0	0
PCP2	0	1	0	2	0	51	0	0
STXBP2	0	108	0	11	0	138	0	0
RETN	0	4	0	1	0	21	0	0
MCEMP1	0	0	0	0	0	0	0	0
AC008763.3	0	16	0	0	0	16	0	0
TRAPPC5	0	16	0	0	0	16	0	0
FCER2	0	13	0	7	0	29	0	0
CLEC4G	1	159	0	1	0	26	0	0
CD209	2	62	0	1	0	11	0	0
CLEC4M	0	21	0	90	0	7	0	0
EVI5L	0	88	0	0	0	66	0	0
PRR36	0	0	0	0	0	0	0	0
LRRC8E	2	314	0	13	0	311	0	0
MAP2K7	1	189	0	1	0	47	0	0
TGFBR3L	0	0	0	0	0	0	0	0
SNAPC2	0	27	0	5	0	24	0	0
CTXN1	0	0	0	0	0	0	0	0
TIMM44	0	199	0	1	0	110	0	0
ELAVL1	0	114	0	0	0	7	0	0
CCL25	0	28	0	10	0	4	0	0
FBN3	10	814	0	28	21	1126	0	0
CERS4	0	43	0	11	0	39	0	0
CD320	0	27	0	0	0	10	0	0
AC010323.1	0	11	0	2	0	19	0	0
NDUFA7	0	11	0	2	0	19	0	0
RPS28	0	1	0	1	0	1	0	0
KANK3	1	43	0	4	0	78	0	0
ANGPTL4	0	55	0	8	0	134	0	0
RAB11B	0	119	0	0	0	15	0	0
MARCH2	0	15	0	2	0	35	0	0
HNRNPM	0	103	0	0	0	59	0	0
PRAM1	0	96	0	2	0	121	0	0
ZNF414	0	17	0	1	0	24	0	0
MYO1F	1	271	0	38	0	186	0	0
ADAMTS10	0	245	0	22	0	229	0	0
ACTL9	0	26	0	3	0	34	0	0
OR2Z1	0	10	0	7	0	20	0	0
ZNF558	1	152	0	3	1	41	0	0
MBD3L1	0	15	0	0	0	5	0	0
MUC16	57	2754	0	80	11	772	0	0
OR1M1	0	22	0	2	0	125	0	0
OR7G2	0	9	0	0	0	36	0	0
OR7G1	0	13	0	14	0	21	0	0
OR7G3	0	92	0	28	0	55	0	0
ZNF317	0	48	0	4	1	175	0	0
OR7D2	0	17	0	0	0	94	0	0
OR7D4	0	46	0	2	0	65	0	0
OR7E24	0	77	0	104	0	147	0	0
ZNF699	0	41	0	5	0	35	0	0
ZNF559	0	2	0	3	0	5	0	0
ZNF559-ZNF177	0	17	0	7	0	44	0	0
ZNF177	0	15	0	4	0	39	0	0
ZNF266	0	51	0	11	0	22	0	0
ZNF560	0	35	0	17	0	38	0	0
ZNF426	0	145	0	9	0	8	0	0
ZNF121	0	26	0	3	0	6	0	0
ZNF561	0	138	0	8	0	112	0	0
ZNF562	0	18	0	1	0	30	0	0
ZNF846	0	59	1	30	0	187	0	0
FBXL12	0	15	0	4	0	205	0	0
UBL5	0	4	0	1	0	8	0	0
PIN1	0	99	0	0	0	41	0	0
OLFM2	0	40	0	0	0	32	0	0
COL5A3	0	224	0	12	3	242	0	0
RDH8	0	4	0	0	0	3	0	0
C19orf66	0	3	0	0	0	24	0	0
