#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
OR11H1	0	44	0	21	0	34	0	0
POTEH	3	107	0	78	0	62	0	0
CCT8L2	0	89	0	63	0	92	0	0
XKR3	0	11	0	6	0	7	0	0
GAB4	0	48	0	7	0	72	0	0
IL17RA	2	277	0	2	0	251	0	0
TMEM121B	0	15	0	0	0	63	0	0
HDHD5	0	33	0	13	0	129	0	0
ADA2	0	16	0	7	0	48	0	0
CECR2	1	153	0	1	0	197	0	0
SLC25A18	0	5	0	2	0	8	0	0
ATP6V1E1	0	58	0	0	0	18	0	0
BCL2L13	0	43	0	1	1	220	0	0
BID	0	25	0	1	0	8	0	0
MICAL3	2	194	0	4	4	464	0	0
PEX26	0	96	0	6	0	169	0	0
TUBA8	0	81	0	1	0	74	0	0
USP18	0	32	0	1	0	31	0	0
GGTLC3	0	0	0	0	0	0	0	0
TMEM191B	0	0	0	0	0	0	0	0
RIMBP3	0	0	0	0	0	0	0	0
DGCR6	0	0	0	0	0	0	0	0
AC007326.4	0	0	0	0	0	0	0	0
PRODH	0	0	0	0	0	0	0	0
DGCR2	0	194	0	8	0	112	0	0
ESS2	0	86	0	0	1	202	0	0
TSSK2	0	0	0	0	0	0	0	0
GSC2	0	12	0	8	0	13	0	0
SLC25A1	0	100	0	1	0	29	0	0
CLTCL1	1	321	0	17	7	544	0	0
HIRA	2	198	0	2	0	104	0	0
C22orf39	2	194	0	2	0	104	0	0
MRPL40	0	0	0	0	0	0	0	0
UFD1	0	9	0	0	0	11	0	0
CDC45	0	35	0	4	0	135	0	0
CLDN5	0	0	0	0	0	0	0	0
SEPT5	0	17	0	0	0	42	0	0
SEPT5-GP1BB	0	153	0	0	0	49	0	0
GP1BB	0	153	0	0	0	49	0	0
TBX1	0	146	0	0	0	22	0	0
GNB1L	0	173	0	6	0	162	0	0
RTL10	0	62	0	4	0	9	0	0
TXNRD2	0	213	0	14	0	100	0	0
COMT	0	129	0	5	0	21	0	0
ARVCF	0	147	0	1	1	229	0	0
TANGO2	0	33	0	4	0	138	0	0
DGCR8	0	55	0	1	0	62	0	0
TRMT2A	0	236	0	164	0	122	0	0
RANBP1	0	20	0	0	0	22	0	0
ZDHHC8	2	193	0	3	0	119	0	0
CCDC188	0	0	0	0	0	0	0	0
RTN4R	1	164	0	0	0	31	0	0
DGCR6L	0	98	0	2	0	32	0	0
USP41	0	22	0	7	0	35	0	0
ZNF74	0	22	0	3	0	3	0	0
SCARF2	0	0	0	0	0	0	0	0
AC007731.5	0	60	0	0	0	15	0	0
KLHL22	0	131	0	2	0	59	0	0
MED15	0	80	0	3	0	78	0	0
PI4KA	6	731	0	9	2	241	0	0
SERPIND1	0	143	0	1	0	81	0	0
SNAP29	0	76	0	5	0	88	0	0
CRKL	0	21	0	3	0	7	0	0
AIFM3	0	35	0	7	0	193	0	0
LZTR1	3	228	0	17	0	93	0	0
THAP7	0	0	0	0	0	0	0	0
P2RX6	0	14	0	9	0	17	0	0
SLC7A4	0	96	0	2	3	308	0	0
LRRC74B	0	0	0	0	0	0	0	0
GGT2	0	21	0	4	0	34	0	0
RIMBP3B	0	0	0	0	0	0	0	0
HIC2	0	65	0	0	0	52	0	0
TMEM191C	0	0	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0	0	0
UBE2L3	0	14	0	0	0	1	0	0
YDJC	0	55	0	7	0	61	0	0
CCDC116	0	43	0	2	0	2	0	0
SDF2L1	0	13	0	1	0	29	0	0
PPIL2	0	54	0	8	0	141	0	0
YPEL1	0	3	0	0	0	1	0	0
MAPK1	0	26	0	0	0	10	0	0
PPM1F	0	40	0	3	0	29	0	0
TOP3B	1	172	0	2	0	114	0	0
IGLV10-54	0	0	0	0	0	0	0	0
VPREB1	0	6	0	1	0	22	0	0
ZNF280B	0	108	0	0	0	105	0	0
ZNF280A	2	240	0	29	0	53	0	0
PRAME	2	313	0	2	0	112	0	0
GGTLC2	0	0	0	0	0	0	0	0
IGLL5	0	15	0	4	0	0	0	0
RSPH14	0	73	0	0	0	51	0	0
GNAZ	0	0	0	0	0	0	0	0
RAB36	0	18	0	8	0	28	0	0
BCR	0	304	0	3	1	459	0	0
IGLL1	0	13	0	0	0	0	0	0
DRICH1	0	13	0	2	0	5	0	0
RGL4	0	104	0	14	0	73	0	0
ZNF70	0	107	0	8	0	42	0	0
VPREB3	0	13	0	2	0	79	0	0
C22orf15	0	16	0	7	0	17	0	0
CHCHD10	0	0	0	0	0	0	0	0
MMP11	0	122	0	2	1	153	0	0
SMARCB1	0	28	0	0	0	2	0	0
DERL3	0	0	0	0	0	0	0	0
SLC2A11	0	4	0	1	0	19	0	0
AP000350.4	0	34	0	3	1	62	0	0
MIF	0	31	0	2	1	45	0	0
GSTT2B	0	30	0	1	0	3	0	0
DDTL	0	122	0	49	0	0	0	0
DDT	0	0	0	1	0	0	0	0
AC253536.7	0	0	0	1	0	0	0	0
GSTT2	0	0	0	0	0	0	0	0
GSTT4	0	0	0	0	0	0	0	0
CABIN1	0	284	0	13	2	392	0	0
SUSD2	0	241	0	9	0	85	0	0
GGT5	2	221	0	64	0	45	0	0
SPECC1L	0	76	0	3	2	361	0	0
SPECC1L-ADORA2A	0	76	0	3	2	361	0	0
ADORA2A	0	0	0	0	0	0	0	0
UPB1	0	99	0	52	0	41	0	0
GUCD1	0	35	0	0	0	14	0	0
SNRPD3	0	13	0	0	0	2	0	0
GGT1	1	240	0	9	1	239	0	0
LRRC75B	0	0	0	0	0	0	0	0
PIWIL3	1	141	0	176	1	138	0	0
SGSM1	2	219	0	0	1	153	0	0
TMEM211	0	35	0	0	0	13	0	0
KIAA1671	2	1089	0	3	0	185	0	0
CRYBB3	0	16	0	9	0	146	0	0
CRYBB2	0	8	0	2	0	20	0	0
LRP5L	0	0	0	0	0	0	0	0
GRK3	0	55	0	2	0	38	0	0
MYO18B	3	527	0	24	7	628	0	0
SEZ6L	1	336	0	1	0	74	0	0
ASPHD2	0	58	0	1	0	20	0	0
HPS4	0	80	0	5	0	35	0	0
SRRD	0	203	0	6	0	21	0	0
TFIP11	0	36	0	2	0	130	0	0
