#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
IQSEC3	2	341	0	19	1	308	0	0
SLC6A12	0	134	0	2	0	82	0	0
SLC6A13	0	128	0	9	2	168	0	0
KDM5A	0	97	0	15	0	231	0	0
CCDC77	0	153	0	4	1	166	0	0
B4GALNT3	0	105	0	14	1	247	0	0
NINJ2	0	1	0	1	0	0	0	0
WNK1	0	222	0	5	1	230	0	0
RAD52	0	0	0	1	0	0	0	0
ERC1	0	107	0	6	0	81	0	0
WNT5B	3	450	0	0	1	178	0	0
FBXL14	2	394	0	0	1	147	0	0
ADIPOR2	0	20	0	0	0	39	0	0
CACNA2D4	0	0	0	5	0	0	0	0
LRTM2	0	0	0	0	0	0	0	0
DCP1B	0	81	0	6	0	58	0	0
CACNA1C	4	419	0	4	0	325	0	0
FKBP4	0	29	0	4	0	32	0	0
ITFG2	0	75	0	27	1	236	0	0
NRIP2	0	27	0	27	0	25	0	0
TEX52	0	0	0	0	0	0	0	0
FOXM1	0	162	0	0	1	255	0	0
RHNO1	1	104	0	0	1	99	0	0
TULP3	3	188	0	12	1	220	0	0
TEAD4	0	26	0	1	0	53	0	0
TSPAN9	0	20	0	1	0	23	0	0
PRMT8	0	2	0	0	0	1	0	0
CRACR2A	0	77	0	10	0	40	0	0
PARP11	0	9	0	6	0	20	0	0
AC008012.1	0	42	0	1	0	51	0	0
CCND2	0	21	0	0	0	30	0	0
TIGAR	0	11	0	0	0	3	0	0
FGF23	0	10	0	1	0	18	0	0
FGF6	0	18	0	1	0	110	0	0
C12orf4	0	16	0	6	0	19	0	0
RAD51AP1	0	47	0	0	0	29	0	0
DYRK4	0	27	0	5	0	99	0	0
AC005832.4	0	181	0	11	0	146	0	0
AKAP3	0	153	0	9	0	105	0	0
NDUFA9	0	24	0	0	0	37	0	0
AC005833.1	1	56	0	13	1	184	0	0
GALNT8	1	82	0	13	1	176	0	0
KCNA6	0	50	0	0	0	29	0	0
KCNA1	0	42	0	1	0	27	0	0
KCNA5	1	147	0	3	0	108	0	0
NTF3	0	1156	0	0	0	6	0	0
ANO2	2	228	0	13	1	313	0	0
VWF	6	665	0	20	7	795	0	0
CD9	0	32	0	0	0	22	0	0
PLEKHG6	1	207	0	13	1	178	0	0
TNFRSF1A	0	12	0	0	0	17	0	0
SCNN1A	0	125	0	57	0	97	0	0
LTBR	1	74	0	37	0	104	0	0
CD27	0	5	0	2	0	5	0	0
TAPBPL	0	151	0	6	0	138	0	0
VAMP1	0	0	0	0	0	0	0	0
MRPL51	0	1	0	1	0	23	0	0
NCAPD2	0	77	0	11	0	116	0	0
GAPDH	0	100	0	2	0	62	0	0
IFFO1	0	39	0	1	0	25	0	0
NOP2	0	22	0	2	1	161	0	0
AC006064.6	0	337	0	2	2	223	0	0
CHD4	0	315	0	0	1	62	0	0
LPAR5	1	145	0	6	0	19	0	0
ACRBP	0	19	0	13	0	31	0	0
ING4	0	1	0	1	0	13	0	0
