#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
ZNF595	0	182	0	4	0	57	0	0
ZNF718	0	0	0	0	0	0	0	0
ZNF732	0	56	0	33	0	30	0	0
ZNF141	0	63	0	1	0	9	0	0
ZNF721	0	54	0	27	0	54	0	0
PIGG	0	149	0	27	0	91	0	0
TMEM271	0	0	0	0	0	0	0	0
PDE6B	0	187	0	16	0	129	0	0
ATP5ME	0	0	0	0	0	0	0	0
MYL5	0	104	0	1	0	9	0	0
SLC49A3	0	172	0	12	0	86	0	0
PCGF3	0	199	0	0	0	12	0	0
CPLX1	0	10	0	0	0	6	0	0
GAK	6	491	0	3	0	199	0	0
TMEM175	3	318	0	13	1	253	0	0
DGKQ	0	81	0	8	0	107	0	0
SLC26A1	0	1144	0	16	0	8	0	0
IDUA	0	2040	0	43	0	68	0	0
FGFRL1	0	101	0	5	0	108	0	0
RNF212	0	40	0	5	0	22	0	0
SPON2	0	46	0	3	0	110	0	0
CTBP1	2	205	0	0	0	113	0	0
MAEA	2	223	0	0	0	19	0	0
UVSSA	16	1703	1	114	1	228	0	0
NKX1-1	0	0	0	0	0	0	0	0
FAM53A	0	122	0	2	0	88	0	0
SLBP	0	27	0	2	0	52	0	0
TMEM129	0	13	0	2	0	19	0	0
TACC3	0	62	0	3	0	33	0	0
FGFR3	1	286	0	1	0	34	0	0
LETM1	0	57	0	3	0	76	0	0
NSD2	2	280	0	2	0	34	0	0
NELFA	0	12	0	0	0	1	0	0
C4orf48	0	3	0	0	0	6	0	0
NAT8L	0	24	0	0	0	10	0	0
POLN	0	75	0	35	0	159	0	0
HAUS3	0	17	0	22	0	81	0	0
MXD4	0	22	0	1	0	8	0	0
ZFYVE28	1	329	0	4	0	80	0	0
CFAP99	0	0	0	1	0	0	0	0
RNF4	0	17	0	0	0	16	0	0
FAM193A	0	162	0	0	0	135	0	0
TNIP2	0	23	0	4	0	83	0	0
SH3BP2	0	74	0	22	0	203	0	0
ADD1	0	207	0	1	0	108	0	0
MFSD10	0	0	0	0	0	0	0	0
NOP14	0	133	0	4	5	296	0	0
GRK4	0	53	0	9	1	123	0	0
HTT	2	654	0	20	4	465	0	0
MSANTD1	1	145	0	1	0	32	0	0
RGS12	1	412	0	28	3	343	0	0
HGFAC	1	111	0	5	0	51	0	0
DOK7	0	176	0	21	1	182	0	0
LRPAP1	0	0	0	0	0	0	0	0
ADRA2C	0	56	0	0	0	25	0	0
OTOP1	0	482	0	48	0	103	0	0
TMEM128	0	4	0	5	0	162	0	0
LYAR	1	114	0	4	0	392	0	0
ZBTB49	0	201	0	7	0	96	0	0
NSG1	0	9	0	1	0	73	0	0
STX18	0	11	0	2	0	28	0	0
MSX1	0	140	0	0	0	27	0	0
CYTL1	0	107	0	2	0	5	0	0
STK32B	0	51	0	5	0	72	0	0
EVC2	0	344	0	16	1	236	0	0
EVC	0	1038	0	7	1	267	0	0
CRMP1	0	1073	0	4	0	115	0	0
C4orf50	1	270	0	3	0	221	0	0
JAKMIP1	0	120	0	1	0	204	0	0
AC092442.1	0	0	0	0	0	0	0	0
WFS1	1	260	0	12	8	653	0	0
PPP2R2C	0	10	0	0	0	4	0	0
MAN2B2	1	268	0	10	1	265	0	0
MRFAP1	0	32	0	0	0	17	0	0
AC093323.1	0	0	0	0	0	0	0	0
S100P	0	9	0	0	0	3	0	0
MRFAP1L1	0	28	0	2	0	83	0	0
BLOC1S4	0	21	0	2	0	42	0	0
KIAA0232	1	158	0	0	0	200	0	0
TBC1D14	0	53	0	0	1	164	0	0
CCDC96	0	0	0	0	0	0	0	0
TADA2B	0	16	0	1	0	5	0	0
GRPEL1	0	71	0	0	0	7	0	0
SORCS2	1	341	0	14	1	244	0	0
PSAPL1	0	138	0	11	0	57	0	0
AFAP1	5	448	0	3	0	911	0	0
