#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
DUSP22	0	27	0	1	0	124	0	0
IRF4	3	205	0	0	0	45	0	0
EXOC2	0	118	0	7	1	81	0	0
HUS1B	0	0	0	0	0	0	0	0
FOXQ1	0	76	0	3	0	34	0	0
FOXF2	0	52	0	0	0	34	0	0
FOXC1	0	145	0	0	0	64	0	0
GMDS	0	36	0	1	0	15	0	0
MYLK4	0	66	0	10	0	115	0	0
WRNIP1	0	19	0	4	1	79	0	0
SERPINB1	0	37	0	4	0	11	0	0
SERPINB9	0	47	0	11	0	34	0	0
SERPINB6	0	52	0	1	0	40	0	0
NQO2	0	13	0	9	0	18	0	0
RIPK1	0	159	0	2	0	42	0	0
BPHL	0	181	0	8	0	12	0	0
TUBB2A	2	145	0	1	0	56	0	0
TUBB2B	3	306	0	0	0	49	0	0
PSMG4	1	235	0	1	0	39	0	0
SLC22A23	1	256	0	1	0	61	0	0
PXDC1	0	27	0	7	0	19	0	0
FAM50B	0	11	0	1	0	35	0	0
PRPF4B	0	103	0	1	3	116	0	0
FAM217A	0	184	0	16	1	145	0	0
C6orf201	0	40	0	2	0	10	0	0
ECI2	0	43	0	2	0	11	0	0
CDYL	2	322	0	2	0	55	0	0
RPP40	0	18	0	4	0	46	0	0
PPP1R3G	0	109	0	3	0	26	0	0
LYRM4	0	2	0	0	0	6	0	0
FARS2	0	181	0	8	0	161	0	0
NRN1	0	8	0	0	0	14	0	0
F13A1	0	120	0	1	0	50	0	0
LY86	0	8	0	1	0	14	0	0
RREB1	1	339	0	3	1	202	0	0
SSR1	0	8	0	1	0	17	0	0
CAGE1	0	52	0	10	0	26	0	0
RIOK1	0	0	0	0	0	0	0	0
DSP	1	371	0	11	9	406	0	0
SNRNP48	2	119	0	7	0	63	0	0
BMP6	1	177	0	0	1	180	0	0
TXNDC5	0	77	0	3	0	28	0	0
BLOC1S5-TXNDC5	2	133	0	3	0	38	0	0
BLOC1S5	0	56	0	0	0	10	0	0
EEF1E1-BLOC1S5	0	80	0	1	0	16	0	0
EEF1E1	0	24	0	1	0	6	0	0
SLC35B3	0	74	0	5	0	78	0	0
TFAP2A	0	62	0	0	0	28	0	0
GCNT2	0	66	0	16	0	50	0	0
C6orf52	0	95	0	3	0	4	0	0
PAK1IP1	0	30	0	2	0	8	0	0
TMEM14C	0	3	0	4	0	23	0	0
TMEM14B	0	34	0	8	0	99	0	0
AL024498.2	0	232	0	11	2	309	0	0
MAK	0	33	0	8	0	94	0	0
GCM2	0	178	0	1	0	107	0	0
SYCP2L	0	39	0	5	0	109	0	0
ELOVL2	0	103	0	0	0	11	0	0
SMIM13	0	8	0	0	0	1	0	0
ERVFRD-1	0	0	0	0	0	0	0	0
NEDD9	0	181	0	2	0	141	0	0
TMEM170B	0	3	0	2	0	16	0	0
ADTRP	0	51	0	1	0	9	0	0
HIVEP1	2	304	0	1	0	267	0	0
EDN1	0	19	0	1	0	15	0	0
PHACTR1	0	114	0	0	0	24	0	0
TBC1D7	0	33	0	2	0	26	0	0
GFOD1	0	54	0	0	0	21	0	0
SIRT5	0	69	0	24	0	53	0	0
NOL7	0	6	0	0	0	7	0	0
RANBP9	0	66	0	1	0	110	0	0
MCUR1	0	54	0	4	0	14	0	0
RNF182	0	6	0	6	0	9	0	0
CD83	0	81	0	1	0	5	0	0
JARID2	1	872	0	0	0	187	0	0
DTNBP1	0	108	0	20	0	18	0	0
MYLIP	0	123	0	2	0	84	0	0
GMPR	0	17	0	38	0	73	0	0
ATXN1	1	785	0	0	0	123	0	0
STMND1	0	10	0	3	0	12	0	0
RBM24	0	14	0	2	0	30	0	0
CAP2	1	222	0	5	0	27	0	0
FAM8A1	0	92	0	40	0	29	0	0
NUP153	0	179	0	243	3	422	0	0
KIF13A	0	229	0	8	2	464	0	0
NHLRC1	0	18	0	1	0	20	0	0
TPMT	1	145	0	10	0	61	0	0
