#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
FAM20C	1	117	0	1	1	1309	0	0
AC187653.1	1	71	0	1	0	67	0	0
PDGFA	0	94	0	0	0	22	0	0
PRKAR1B	4	325	0	1	0	57	0	0
DNAAF5	0	212	0	3	0	201	0	0
SUN1	1	173	0	4	0	54	0	0
GET4	1	155	0	3	0	33	0	0
ADAP1	1	214	0	0	0	50	0	0
COX19	1	221	0	3	0	62	0	0
CYP2W1	1	127	0	3	1	143	0	0
C7orf50	0	79	0	4	0	54	0	0
GPR146	0	0	0	0	0	0	0	0
GPER1	0	57	0	1	0	40	0	0
ZFAND2A	0	16	0	3	0	39	0	0
UNCX	1	67	0	0	0	57	0	0
MICALL2	3	279	0	11	0	338	0	0
INTS1	9	582	0	6	0	326	0	0
MAFK	0	0	0	0	0	0	0	0
TMEM184A	2	182	0	8	0	59	0	0
PSMG3	0	5	0	0	0	8	0	0
ELFN1	0	0	0	0	0	0	0	0
MAD1L1	1	167	0	7	0	258	0	0
MRM2	0	19	0	2	0	16	0	0
NUDT1	0	0	0	0	0	0	0	0
SNX8	0	148	0	3	1	168	0	0
EIF3B	2	213	0	1	0	211	0	0
CHST12	1	111	0	0	0	34	0	0
GRIFIN	0	0	0	39	0	0	0	0
LFNG	1	94	0	0	0	58	0	0
BRAT1	0	218	0	19	2	293	0	0
IQCE	0	235	0	44	0	130	0	0
TTYH3	0	105	0	0	0	134	0	0
AMZ1	2	344	0	45	0	197	0	0
GNA12	0	250	0	0	0	36	0	0
CARD11	1	107	0	0	0	46	0	0
SDK1	10	836	0	8	5	489	0	0
FOXK1	0	134	0	0	0	89	0	0
AP5Z1	2	217	0	7	0	299	0	0
RADIL	1	228	0	10	2	240	0	0
PAPOLB	0	0	0	0	0	0	0	0
MMD2	0	55	0	2	0	30	0	0
RBAK-RBAKDN	1	202	0	4	0	50	0	0
RBAK	0	188	0	3	0	50	0	0
WIPI2	1	156	0	4	0	33	0	0
SLC29A4	1	210	0	10	0	133	0	0
TNRC18	2	593	0	1	5	553	0	0
FBXL18	0	178	0	4	0	60	0	0
ACTB	0	169	0	0	0	3	0	0
FSCN1	0	31	0	2	0	114	0	0
RNF216	0	16	0	4	0	69	0	0
OCM	0	18	1	92	0	58	0	0
CCZ1	0	72	0	6	2	86	0	0
RSPH10B	0	14	0	2	0	55	0	0
PMS2	1	142	0	10	0	86	0	0
AIMP2	0	24	0	0	0	32	0	0
EIF2AK1	0	80	0	4	0	29	0	0
ANKRD61	0	0	0	0	0	0	0	0
USP42	5	449	0	1	0	226	0	0
CYTH3	0	13	0	0	0	25	0	0
FAM220A	0	21	0	3	0	18	0	0
RAC1	1	73	0	0	0	0	0	0
DAGLB	0	316	0	6	1	251	0	0
KDELR2	0	18	0	1	0	23	0	0
GRID2IP	1	523	0	3	1	166	0	0
ZDHHC4	0	29	0	1	0	182	0	0
C7orf26	0	30	0	0	0	149	0	0
ZNF853	0	213	0	1	0	63	0	0
ZNF316	2	424	0	1	0	53	0	0
ZNF12	0	21	0	0	0	7	0	0
RSPH10B2	3	27	2	16	0	74	0	0
CCZ1B	2	20	2	21	0	34	0	0
C1GALT1	0	25	0	2	0	32	0	0
COL28A1	0	74	0	19	4	448	0	0
MIOS	0	144	0	4	1	53	0	0
RPA3	0	8	0	6	0	6	0	0
UMAD1	0	0	0	0	0	0	0	0
GLCCI1	0	40	0	0	0	30	0	0
ICA1	0	58	0	1	0	41	0	0
NXPH1	0	41	0	0	0	15	0	0
NDUFA4	0	5	0	1	0	6	0	0
PHF14	0	84	0	5	0	81	0	0
THSD7A	1	261	0	4	0	221	0	0
TMEM106B	0	7	0	1	0	8	0	0
VWDE	0	102	0	30	2	309	0	0
AC013470.2	0	0	0	0	0	0	0	0
SCIN	0	61	0	13	2	135	0	0
ARL4A	0	21	0	1	0	8	0	0
ETV1	0	27	0	2	0	26	0	0
DGKB	0	104	0	2	0	93	0	0
AGMO	0	17	0	99	0	69	0	0
MEOX2	0	30	0	0	0	147	0	0
ISPD	0	53	0	4	0	19	0	0
SOSTDC1	0	18	0	51	0	14	0	0
LRRC72	0	17	0	5	0	7	0	0
ANKMY2	0	21	0	3	0	61	0	0
BZW2	0	73	0	2	0	17	0	0
TSPAN13	0	13	0	0	0	5	0	0
AGR2	0	4	0	0	0	3	0	0
AGR3	0	10	0	24	0	22	0	0
AHR	0	30	0	1	0	59	0	0
AC019117.2	0	30	0	1	0	58	0	0
SNX13	0	6	0	0	0	2	0	0
PRPS1L1	0	28	0	5	0	64	0	0
HDAC9	0	85	0	1	0	64	0	0
TWIST1	0	45	0	0	0	10	0	0
FERD3L	0	22	0	1	0	7	0	0
TWISTNB	0	13	0	8	0	8	0	0
TMEM196	0	32	0	1	0	18	0	0
MACC1	0	50	0	4	0	93	0	0
ITGB8	1	167	0	0	1	93	0	0
ABCB5	0	70	0	34	0	390	0	0
SP8	0	122	0	3	0	50	0	0
SP4	0	40	0	0	0	110	0	0
DNAH11	9	748	0	32	12	834	0	0
CDCA7L	0	16	0	0	0	9	0	0
RAPGEF5	0	126	0	1	0	47	0	0
STEAP1B	0	66	0	13	0	84	0	0
IL6	0	27	0	0	0	5	0	0
TOMM7	0	1	0	1	0	18	0	0
FAM126A	0	12	0	2	0	57	0	0
KLHL7	0	170	0	4	0	14	0	0
NUPL2	0	68	0	2	0	87	0	0
GPNMB	3	282	0	84	0	57	0	0
MALSU1	0	0	0	0	0	0	0	0
IGF2BP3	0	1030	0	0	0	65	0	0
TRA2A	0	20	0	3	0	33	0	0
CCDC126	0	12	0	0	0	8	0	0
FAM221A	0	102	0	137	0	44	0	0
STK31	0	64	0	42	0	195	0	0
NPY	0	1	0	9	0	17	0	0
MPP6	0	17	0	0	0	39	0	0
GSDME	0	50	0	12	0	42	0	0
OSBPL3	2	212	0	10	0	141	0	0
CYCS	0	6	0	0	0	3	0	0
C7orf31	0	64	0	5	0	89	0	0
NPVF	0	10	0	45	0	13	0	0
NFE2L3	0	96	0	11	0	278	0	0
HNRNPA2B1	0	81	0	11	0	157	0	0
CBX3	0	25	0	44	0	8	0	0
SNX10	0	10	0	5	0	7	0	0
SKAP2	0	12	0	1	0	23	0	0
HOXA1	0	10	0	1	0	9	0	0
HOXA2	0	21	0	1	0	45	0	0
HOXA3	1	135	0	2	0	63	0	0
HOXA4	0	0	0	0	0	0	0	0
HOXA5	1	104	0	0	0	16	0	0
HOXA6	0	0	0	0	0	0	0	0
HOXA7	0	160	0	0	0	51	0	0
