#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
TUBB8P12	0	0	0	0	0	0	0	0
USP14	0	17	0	1	0	45	0	0
THOC1	0	200	0	1	0	53	0	0
COLEC12	0	61	0	5	0	261	0	0
CETN1	0	20	0	4	0	69	0	0
CLUL1	0	55	0	6	0	21	0	0
TYMS	0	18	0	0	0	25	0	0
ENOSF1	0	88	0	9	1	135	0	0
YES1	0	12	0	1	0	48	0	0
ADCYAP1	0	0	0	0	0	0	0	0
METTL4	0	12	0	3	0	62	0	0
NDC80	0	12	0	1	0	87	0	0
SMCHD1	0	185	0	4	0	95	0	0
EMILIN2	2	301	0	86	1	204	0	0
LPIN2	0	35	0	4	0	142	0	0
MYOM1	0	224	0	11	3	637	0	0
MYL12A	0	6	0	1	0	8	0	0
MYL12B	0	24	0	0	0	8	0	0
TGIF1	0	1287	0	1169	0	19	0	0
DLGAP1	0	105	0	0	0	70	0	0
AKAIN1	0	8	0	0	0	8	0	0
ZBTB14	0	21	0	2	0	16	0	0
EPB41L3	0	63	0	4	3	247	0	0
TMEM200C	0	100	0	0	0	32	0	0
L3MBTL4	0	77	0	6	0	92	0	0
ARHGAP28	1	61	0	6	0	80	0	0
LAMA1	4	490	0	17	7	551	0	0
LRRC30	0	120	0	4	0	59	0	0
PTPRM	0	226	0	2	0	139	0	0
RAB12	0	14	0	1	0	27	0	0
MTCL1	0	176	0	6	5	614	0	0
NDUFV2	0	100	0	7	0	58	0	0
ANKRD12	0	181	0	5	0	177	0	0
TWSG1	0	188	0	3	0	5	0	0
RALBP1	0	31	0	2	0	35	0	0
PPP4R1	0	5	0	0	0	7	0	0
RAB31	0	0	0	0	0	1	0	0
TXNDC2	0	377	0	3	0	34	0	0
VAPA	0	50	0	2	0	26	0	0
APCDD1	0	57	0	0	0	118	0	0
NAPG	0	56	0	0	0	51	0	0
PIEZO2	1	621	0	5	5	463	0	0
SLC35G4	2	874	0	7	0	161	0	0
GNAL	0	173	0	2	0	20	0	0
CHMP1B	0	0	0	0	0	0	0	0
MPPE1	0	18	0	22	0	67	0	0
IMPA2	0	33	0	0	0	26	0	0
ANKRD62	0	0	0	1	0	0	0	0
CIDEA	0	45	0	5	0	117	0	0
TUBB6	0	12	0	2	0	85	0	0
AFG3L2	0	38	0	3	0	90	0	0
PRELID3A	0	17	0	9	0	12	0	0
SPIRE1	0	21	0	5	0	37	0	0
PSMG2	1	121	0	7	0	74	0	0
CEP76	1	39	0	5	0	59	0	0
PTPN2	0	16	0	0	0	45	0	0
SEH1L	1	201	0	0	0	31	0	0
CEP192	0	227	0	2	5	313	0	0
LDLRAD4	0	69	0	1	0	28	0	0
FAM210A	0	19	0	1	0	9	0	0
RNMT	0	5	0	2	0	30	0	0
MC5R	0	21	0	3	0	128	0	0
MC2R	0	64	0	1	1	139	0	0
ZNF519	0	0	0	0	0	0	0	0
POTEC	0	50	1	130	0	25	0	0
ANKRD30B	1	282	0	14	0	7	0	0
ROCK1	0	104	0	6	0	101	0	0
GREB1L	0	88	0	2	1	264	0	0
ESCO1	0	62	0	1	0	125	0	0
SNRPD1	0	4	0	0	0	3	0	0
ABHD3	0	96	0	3	0	29	0	0
MIB1	0	75	0	30	0	57	0	0
GATA6	1	198	0	1	0	77	0	0
CTAGE1	0	140	0	4	0	36	0	0
RBBP8	0	34	0	2	1	79	0	0
CABLES1	2	196	0	45	0	96	0	0
TMEM241	1	131	0	5	0	95	0	0
RIOK3	0	50	0	2	0	146	0	0
RMC1	0	174	0	1	0	161	0	0
NPC1	4	438	0	4	0	355	0	0
ANKRD29	0	28	0	2	0	30	0	0
LAMA3	5	549	0	45	2	411	0	0
TTC39C	0	22	0	1	0	36	0	0
CABYR	0	3	0	2	0	1	0	0
OSBPL1A	0	27	0	51	0	137	0	0
IMPACT	0	8	0	2	0	38	0	0
HRH4	0	12	0	1	0	29	0	0
ZNF521	1	219	0	0	0	203	0	0
SS18	0	21	0	0	1	84	0	0
PSMA8	0	11	0	2	1	148	0	0
TAF4B	0	311	0	3	0	67	0	0
KCTD1	0	15	0	0	0	37	0	0
AQP4	0	97	0	1	0	60	0	0
CHST9	0	0	0	0	0	0	0	0
CDH2	0	70	0	0	0	92	0	0
DSC3	0	55	0	17	0	173	0	0
DSC2	0	120	0	1	0	57	0	0
DSC1	0	74	0	7	0	112	0	0
DSG1	2	494	0	4	1	290	0	0
DSG4	2	174	0	16	4	384	0	0
DSG3	1	90	0	21	0	184	0	0
DSG2	0	163	0	2	3	288	0	0
TTR	0	9	0	0	0	36	0	0
B4GALT6	0	96	0	0	0	20	0	0
SLC25A52	0	8	0	0	0	39	0	0
TRAPPC8	1	165	0	2	3	326	0	0
RNF125	1	28	0	1	0	38	0	0
RNF138	0	24	0	0	0	7	0	0
GAREM1	1	175	0	16	1	211	0	0
MEP1B	0	74	0	12	1	68	0	0
KLHL14	0	1200	0	0	0	70	0	0
CCDC178	2	362	0	69	0	35	0	0
ASXL3	1	319	0	3	0	234	0	0
NOL4	0	184	0	0	0	64	0	0
DTNA	0	246	0	3	0	65	0	0
MAPRE2	0	10	0	0	0	4	0	0
ZNF397	0	66	0	4	0	107	0	0
ZSCAN30	0	54	0	3	0	89	0	0
ZNF24	0	12	0	1	0	36	0	0
ZNF396	0	9	0	9	0	8	0	0
AC007998.2	0	2	0	1	0	84	0	0
INO80C	0	2	0	1	0	84	0	0
GALNT1	0	21	0	0	0	30	0	0
C18orf21	0	4	0	0	0	3	0	0
RPRD1A	0	67	0	2	0	14	0	0
SLC39A6	0	53	0	4	0	112	0	0
ELP2	0	164	0	8	0	162	0	0
MOCOS	1	270	0	28	0	137	0	0
FHOD3	0	286	0	4	3	472	0	0
TPGS2	0	143	0	1	0	105	0	0
KIAA1328	0	79	0	21	0	26	0	0
CELF4	1	214	0	2	0	62	0	0
PIK3C3	0	74	0	4	0	44	0	0
RIT2	0	12	0	1	0	21	0	0
SYT4	0	29	0	1	0	38	0	0
SETBP1	2	281	0	0	1	229	0	0
SLC14A2	1	323	0	5	0	191	0	0
SLC14A1	1	235	0	5	0	40	0	0
SIGLEC15	0	85	0	2	0	147	0	0
EPG5	1	227	0	12	1	297	0	0
PSTPIP2	0	120	0	1	0	32	0	0
