#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
GOLGA6L6	0	685	0	353	1	569	0	0
POTEB2	0	0	0	0	0	0	0	0
POTEB3	2	102	0	5	0	2	0	0
LINC02203	0	0	0	0	0	0	0	0
AC135068.1	0	0	0	0	0	0	0	0
AC135068.3	0	0	0	0	0	0	0	0
POTEB	0	0	0	0	0	0	0	0
AC134980.3	0	1	0	0	0	1	0	0
OR4M2	0	0	0	0	0	0	0	0
OR4N4	0	1	0	0	0	1	0	0
GOLGA6L22	0	22	0	7	0	5	0	0
NIPA1	0	1101	0	1	0	16	0	0
NIPA2	0	28	0	0	0	50	0	0
CYFIP1	0	159	0	1	1	171	0	0
TUBGCP5	0	106	0	2	0	50	0	0
GOLGA6L1	0	0	0	0	0	0	0	0
GOLGA8S	0	0	0	0	0	0	0	0
GOLGA6L2	0	35	0	10	2	131	0	0
MKRN3	0	36	0	4	0	33	0	0
MAGEL2	1	322	0	0	2	259	0	0
NDN	0	19	0	1	0	22	0	0
NPAP1	0	127	0	18	0	137	0	0
SNRPN	0	41	0	0	0	25	0	0
SNURF	0	26	0	0	0	22	0	0
AC124312.1	0	41	0	0	0	25	0	0
UBE3A	0	102	0	0	0	14	0	0
ATP10A	0	348	0	3	1	416	0	0
GABRB3	0	99	0	2	0	31	0	0
GABRA5	0	37	0	0	0	20	0	0
GABRG3	0	37	0	1	0	27	0	0
OCA2	0	102	0	10	1	265	0	0
HERC2	5	616	0	8	2	415	0	0
GOLGA8F	0	0	0	0	0	0	0	0
GOLGA8G	0	0	0	0	0	0	0	0
GOLGA8M	0	237	0	19	0	152	0	0
GOLGA6L7	0	0	0	0	0	0	0	0
APBA2	0	189	0	0	1	150	0	0
FAM189A1	0	60	0	2	0	119	0	0
NSMCE3	0	0	0	0	0	0	0	0
TJP1	1	263	0	4	1	206	0	0
GOLGA8J	0	156	0	9	0	96	0	0
GOLGA8T	0	0	0	0	0	0	0	0
CHRFAM7A	0	122	0	5	2	74	0	0
GOLGA8R	0	0	0	0	0	0	0	0
GOLGA8Q	0	0	0	0	0	0	0	0
GOLGA8H	3	76	4	140	0	66	0	0
ARHGAP11B	0	15	0	6	0	32	0	0
AC091057.6	0	15	0	6	0	32	0	0
FAN1	0	234	0	20	2	404	0	0
MTMR10	0	7	0	2	0	83	0	0
TRPM1	0	244	0	13	8	556	0	0
KLF13	0	104	0	2	0	105	0	0
OTUD7A	0	162	0	0	1	86	0	0
CHRNA7	0	88	0	0	0	119	0	0
GOLGA8K	0	37	0	8	0	156	0	0
GOLGA8O	0	59	0	14	0	4	0	0
GOLGA8N	0	4	0	6	0	4	0	0
ARHGAP11A	0	187	0	3	1	161	0	0
SCG5	0	16	0	2	0	15	0	0
GREM1	0	2	0	0	0	76	0	0
FMN1	1	269	0	5	5	254	0	0
RYR3	5	739	0	10	10	820	0	0
AVEN	0	25	0	9	0	55	0	0
CHRM5	0	59	0	3	1	87	0	0
EMC7	0	74	0	0	0	186	0	0
PGBD4	0	0	0	0	0	0	0	0
KATNBL1	0	8	0	4	0	11	0	0
EMC4	0	11	0	0	0	11	0	0
SLC12A6	0	52	0	1	0	55	0	0
NOP10	0	1	0	0	0	4	0	0
NUTM1	0	15	0	1	0	30	0	0
LPCAT4	0	31	0	1	0	170	0	0
GOLGA8A	0	9	0	4	0	20	0	0
GOLGA8B	0	7	0	16	0	15	0	0
GJD2	0	60	0	2	0	16	0	0
ACTC1	0	90	0	1	0	4	0	0
AQR	0	210	0	2	0	102	0	0
ZNF770	0	121	0	2	0	37	0	0
NANOGP8	0	0	0	0	0	0	0	0
DPH6	0	10	0	3	0	79	0	0
C15orf41	0	10	0	6	0	23	0	0
MEIS2	0	22	0	0	0	5	0	0
TMCO5A	0	22	0	0	0	92	0	0
SPRED1	0	36	0	0	0	26	0	0
FAM98B	0	5	0	32	0	21	0	0
RASGRP1	0	89	0	1	1	53	0	0
C15orf53	0	73	0	3	0	0	0	0
THBS1	0	113	0	0	0	131	0	0
FSIP1	0	81	0	37	0	146	0	0
GPR176	0	93	0	1	0	32	0	0
EIF2AK4	0	120	0	7	2	154	0	0
SRP14	0	0	0	0	0	0	0	0
BMF	0	7	0	3	0	23	0	0
BUB1B	1	194	0	5	0	83	0	0
BUB1B-PAK6	2	195	0	2	1	185	0	0
PAK6	2	178	0	1	1	150	0	0
PLCB2	0	147	0	9	1	296	0	0
ANKRD63	0	6	0	0	0	2	0	0
INAFM2	0	0	0	0	0	0	0	0
CCDC9B	0	0	0	2	0	0	0	0
PHGR1	0	0	0	0	0	0	0	0
DISP2	1	224	0	9	0	349	0	0
KNSTRN	0	14	0	11	0	16	0	0
IVD	0	35	0	2	0	2	0	0
BAHD1	0	93	0	0	0	91	0	0
CHST14	0	23	0	1	0	35	0	0
CCDC32	0	7	0	2	0	10	0	0
RPUSD2	0	31	0	6	0	65	0	0
KNL1	1	202	0	6	0	78	0	0
RAD51	0	11	0	0	0	13	0	0
AC012476.1	0	11	0	0	0	13	0	0
RMDN3	0	74	0	6	0	18	0	0
GCHFR	0	0	0	0	0	0	0	0
DNAJC17	1	134	0	2	1	187	0	0
C15orf62	0	0	0	0	0	0	0	0
ZFYVE19	0	17	0	9	0	66	0	0
PPP1R14D	0	2	0	0	0	4	0	0
SPINT1	0	53	0	3	2	154	0	0
RHOV	0	2	0	0	0	11	0	0
VPS18	3	466	0	3	2	382	0	0
DLL4	0	249	0	0	0	94	0	0
