#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
OR4F17	0	0	0	0	0	0	0	0
PLPP2	0	38	0	5	0	27	0	0
MIER2	0	88	0	7	0	39	0	0
THEG	0	50	0	12	0	52	0	0
C2CD4C	0	51	0	4	1	59	0	0
SHC2	0	75	0	2	0	89	0	0
ODF3L2	0	11	0	1	0	14	0	0
MADCAM1	0	39	0	6	0	25	0	0
TPGS1	0	20	0	2	0	18	0	0
CDC34	0	41	0	1	0	20	0	0
GZMM	0	27	0	1	0	23	0	0
BSG	0	54	0	7	0	32	0	0
HCN2	0	123	0	6	0	70	0	0
POLRMT	0	42	0	0	0	21	0	0
FGF22	0	28	0	10	0	41	0	0
RNF126	0	53	0	0	0	55	0	0
FSTL3	0	32	0	0	0	16	0	0
PRSS57	0	11	0	2	0	22	0	0
PALM	0	23	0	0	0	12	0	0
MISP	0	80	0	3	0	812	0	0
PTBP1	1	78	0	0	0	52	0	0
PLPPR3	0	1	0	0	0	5	0	0
AZU1	0	23	0	7	0	25	0	0
PRTN3	0	42	0	9	0	8	0	0
ELANE	0	19	0	3	0	7	0	0
CFD	0	17	0	1	0	9	0	0
MED16	0	33	0	5	0	20	0	0
R3HDM4	0	9	0	1	0	28	0	0
KISS1R	0	34	0	10	0	16	0	0
ARID3A	1	97	0	0	0	49	0	0
WDR18	0	57	0	1	0	70	0	0
GRIN3B	0	131	0	29	1	161	0	0
TMEM259	0	7	0	0	0	3	0	0
CNN2	0	10	0	0	0	12	0	0
ABCA7	0	163	0	45	0	215	0	0
ARHGAP45	0	108	0	1	0	53	0	0
POLR2E	0	28	0	2	0	37	0	0
GPX4	0	14	0	0	0	32	0	0
SBNO2	0	159	0	5	0	96	0	0
STK11	0	61	0	0	0	35	0	0
CBARP	0	0	0	0	0	0	0	0
ATP5F1D	0	28	0	2	1	29	0	0
MIDN	0	59	0	1	0	76	0	0
CIRBP	0	12	0	0	0	12	0	0
