#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
DEFB125	0	8	0	3	0	2	0	0
DEFB126	0	21	0	5	0	0	0	0
DEFB127	0	12	0	1	0	3	0	0
DEFB128	0	2	0	2	0	3	0	0
DEFB129	0	12	0	0	0	6	0	0
DEFB132	0	18	0	1	0	1	0	0
C20orf96	0	15	0	7	0	13	0	0
ZCCHC3	0	14	0	0	0	30	0	0
SOX12	0	24	0	0	0	17	0	0
NRSN2	0	23	0	1	0	11	0	0
TRIB3	0	28	0	8	0	51	0	0
RBCK1	0	30	0	3	0	52	0	0
TBC1D20	0	24	0	1	0	29	0	0
CSNK2A1	0	28	0	4	0	31	0	0
TCF15	0	15	0	1	0	35	0	0
SRXN1	0	23	0	0	0	20	0	0
AL121758.1	0	62	0	3	0	36	0	0
SCRT2	0	39	0	3	0	16	0	0
SLC52A3	0	46	0	3	1	52	0	0
FAM110A	0	24	0	0	0	36	0	0
ANGPT4	0	41	0	5	0	34	0	0
RSPO4	0	10	0	2	0	35	0	0
PSMF1	0	32	0	2	0	78	0	0
TMEM74B	0	19	0	0	0	22	0	0
C20orf202	0	17	0	14	0	10	0	0
RAD21L1	0	8	0	2	0	21	0	0
SNPH	0	13	0	0	0	20	0	0
SDCBP2	0	38	0	3	0	33	0	0
AL136531.2	0	13	0	3	0	6	0	0
FKBP1A	0	1	0	0	0	2	0	0
NSFL1C	0	25	0	2	1	41	0	0
SIRPB2	0	14	0	2	1	23	0	0
SIRPD	0	21	0	9	0	3	0	0
AL049634.2	2	36	0	8	0	9	0	0
SIRPB1	2	23	0	5	0	8	0	0
SIRPG	0	24	0	0	0	15	0	0
SIRPA	0	59	0	1	0	23	0	0
PDYN	0	28	0	4	0	26	0	0
STK35	0	40	0	0	0	34	0	0
TGM3	0	61	0	3	0	73	0	0
TGM6	0	64	0	36	0	91	0	0
SNRPB	0	46	0	0	0	16	0	0
AL049650.1	0	33	0	14	0	22	0	0
ZNF343	0	29	0	14	0	20	0	0
TMC2	0	46	0	18	0	77	0	0
NOP56	0	36	0	4	0	65	0	0
IDH3B	0	10	0	2	0	6	0	0
EBF4	0	70	0	1	1	70	0	0
CPXM1	0	77	0	6	0	90	0	0
AL035460.1	0	16	0	0	0	25	0	0
C20orf141	0	0	0	0	0	0	0	0
TMEM239	0	16	0	0	0	25	0	0
