#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
BET1L	0	40	0	4	0	69	0	0
SCGB1C1	0	0	0	0	0	0	0	0
ODF3	0	32	0	4	0	60	0	0
RIC8A	0	10	0	0	0	39	0	0
SIRT3	0	4	0	0	0	9	0	0
PSMD13	0	32	0	1	0	32	0	0
NLRP6	1	73	0	13	0	74	0	0
PGGHG	0	0	0	0	0	0	0	0
IFITM5	0	22	0	5	0	18	0	0
IFITM2	0	14	0	1	0	14	0	0
IFITM1	0	14	0	1	0	13	0	0
IFITM3	0	9	0	0	0	3	0	0
B4GALNT4	0	108	0	2	0	82	0	0
PKP3	0	93	0	8	0	149	0	0
SIGIRR	0	0	0	0	0	0	0	0
ANO9	0	45	0	7	0	47	0	0
PTDSS2	0	39	0	5	0	28	0	0
RNH1	0	17	0	2	0	36	0	0
HRAS	0	0	0	0	0	0	0	0
LRRC56	0	71	0	3	0	30	0	0
LMNTD2	0	1	0	2	0	3	0	0
RASSF7	0	1	0	2	0	3	0	0
PHRF1	1	231	0	3	0	133	0	0
IRF7	0	0	0	0	0	0	0	0
CDHR5	0	8	0	0	0	16	0	0
SCT	0	23	0	4	0	17	0	0
DRD4	0	82	0	7	0	80	0	0
DEAF1	0	52	0	1	1	57	0	0
EPS8L2	0	91	0	11	0	130	0	0
TMEM80	0	7	0	0	0	5	0	0
TALDO1	0	18	0	1	0	62	0	0
GATD1	0	33	0	6	0	38	0	0
CEND1	0	0	0	0	0	0	0	0
SLC25A22	0	47	0	3	0	30	0	0
PANO1	0	0	0	0	0	0	0	0
PIDD1	0	68	0	4	0	75	0	0
RPLP2	0	5	0	0	0	4	0	0
PNPLA2	0	1200	0	2	0	76	0	0
CRACR2B	0	0	0	0	0	0	0	0
CD151	0	33	0	1	0	34	0	0
POLR2L	0	18	0	1	0	13	0	0
TSPAN4	0	14	0	2	0	11	0	0
CHID1	0	42	0	9	0	30	0	0
AP2A2	0	139	0	1	0	61	0	0
MUC6	1	161	0	19	0	146	0	0
MUC2	0	0	0	3	0	0	0	0
MUC5AC	0	95	0	0	0	53	0	0
MUC5B	9	477	0	4	0	54	0	0
TOLLIP	0	44	0	1	0	24	0	0
BRSK2	1	156	0	2	0	52	0	0
MOB2	0	112	0	1	0	17	0	0
DUSP8	0	103	0	2	0	34	0	0
KRTAP5-1	0	27	0	0	0	12	0	0
KRTAP5-2	0	12	0	0	0	8	0	0
KRTAP5-3	0	31	0	2	0	11	0	0
KRTAP5-4	0	32	0	6	0	14	0	0
KRTAP5-5	0	20	0	2	0	10	0	0
KRTAP5-6	0	12	0	1	0	14	0	0
IFITM10	0	15	0	0	0	7	0	0
AC068580.4	0	59	0	1	0	27	0	0
CTSD	0	44	0	1	0	20	0	0
SYT8	0	0	0	0	0	0	0	0
TNNI2	0	46	0	1	0	23	0	0
LSP1	0	29	0	4	0	42	0	0
PRR33	0	0	0	0	0	0	0	0
TNNT3	0	9	0	3	0	21	0	0
MRPL23	0	0	0	0	0	0	0	0
IGF2	0	7	0	1	0	4	0	0
INS-IGF2	1	31	0	1	0	5	0	0
INS	1	24	0	0	0	1	0	0
TH	0	9	0	1	0	7	0	0
ASCL2	0	8	0	2	0	14	0	0
C11orf21	0	3	0	1	0	0	0	0
TSPAN32	0	15	0	2	0	16	0	0
CD81	0	37	0	2	0	14	0	0
TSSC4	0	0	0	0	0	0	0	0
TRPM5	1	163	0	17	1	181	0	0
KCNQ1	0	80	0	907	0	32	0	0
CDKN1C	0	3	0	0	0	6	0	0
SLC22A18AS	0	2	0	0	0	4	0	0
SLC22A18	0	50	0	7	0	51	0	0
PHLDA2	0	0	0	0	0	0	0	0
NAP1L4	0	16	0	2	0	30	0	0
CARS	0	1100	0	2	0	79	0	0
OSBPL5	0	90	0	4	0	78	0	0
MRGPRG	0	30	0	8	0	20	0	0
MRGPRE	0	41	0	1	0	27	0	0
ZNF195	0	19	0	1	0	7	0	0
ART5	0	16	0	2	0	27	0	0
ART1	0	35	0	14	0	30	0	0
