#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
FAM20C	0	83	0	1	0	89	0	0
AC187653.1	0	26	0	1	0	42	0	0
PDGFA	0	23	0	0	0	22	0	0
PRKAR1B	0	76	0	1	0	57	0	0
DNAAF5	0	110	0	3	0	110	0	0
SUN1	0	45	0	4	0	41	0	0
GET4	0	26	0	3	0	33	0	0
ADAP1	0	86	0	0	0	50	0	0
COX19	0	93	0	3	0	62	0	0
CYP2W1	0	56	0	3	0	51	0	0
C7orf50	0	61	0	4	0	54	0	0
GPR146	0	0	0	0	0	0	0	0
GPER1	0	39	0	1	0	40	0	0
ZFAND2A	0	16	0	3	0	21	0	0
UNCX	1	67	0	0	0	57	0	0
MICALL2	1	109	0	11	0	84	0	0
INTS1	3	269	0	6	0	215	0	0
MAFK	0	0	0	0	0	0	0	0
TMEM184A	0	81	0	8	0	59	0	0
PSMG3	0	5	0	0	0	8	0	0
ELFN1	0	0	0	0	0	0	0	0
MAD1L1	1	80	0	7	0	98	0	0
MRM2	0	19	0	2	0	16	0	0
NUDT1	0	0	0	0	0	0	0	0
SNX8	0	54	0	3	0	54	0	0
EIF3B	0	83	0	1	0	47	0	0
CHST12	0	24	0	0	0	34	0	0
GRIFIN	0	0	0	1	0	0	0	0
LFNG	0	35	0	0	0	54	0	0
BRAT1	0	65	0	19	0	67	0	0
IQCE	0	110	0	21	0	55	0	0
TTYH3	0	89	0	0	0	78	0	0
AMZ1	0	172	0	6	0	121	0	0
GNA12	0	30	0	0	0	36	0	0
CARD11	1	85	0	0	0	40	0	0
SDK1	0	301	0	8	1	302	0	0
FOXK1	0	104	0	0	0	66	0	0
AP5Z1	0	147	0	7	0	137	0	0
RADIL	0	100	0	10	0	116	0	0
PAPOLB	0	0	0	0	0	0	0	0
MMD2	0	27	0	2	0	30	0	0
RBAK-RBAKDN	0	55	0	4	0	50	0	0
RBAK	0	41	0	3	0	50	0	0
WIPI2	0	64	0	4	0	27	0	0
SLC29A4	0	85	0	10	0	55	0	0
TNRC18	1	267	0	1	0	233	0	0
FBXL18	0	71	0	4	0	60	0	0
ACTB	0	60	0	0	0	3	0	0
FSCN1	0	31	0	2	0	35	0	0
RNF216	0	16	0	4	0	35	0	0
OCM	0	18	0	9	0	22	0	0
CCZ1	0	18	0	6	1	44	0	0
RSPH10B	0	14	0	2	0	17	0	0
PMS2	0	84	0	10	0	67	0	0
AIMP2	0	24	0	0	0	13	0	0
EIF2AK1	0	35	0	4	0	29	0	0
ANKRD61	0	0	0	0	0	0	0	0
USP42	0	92	0	1	0	90	0	0
CYTH3	0	13	0	0	0	25	0	0
FAM220A	0	21	0	3	0	18	0	0
RAC1	0	15	0	0	0	0	0	0
DAGLB	0	80	0	6	0	95	0	0
KDELR2	0	18	0	1	0	23	0	0
GRID2IP	1	118	0	3	1	133	0	0
ZDHHC4	0	29	0	1	0	44	0	0
