#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
SCGB1C2	0	0	0	0	0	0	0	0
DOC2B	0	0	0	0	0	0	0	0
RPH3AL	0	26	0	3	0	28	0	0
C17orf97	0	64	0	18	0	24	0	0
RFLNB	0	8	0	1	0	21	0	0
VPS53	0	70	0	5	0	76	0	0
FAM57A	0	25	0	1	0	25	0	0
GEMIN4	0	0	0	0	0	0	0	0
GLOD4	0	26	0	6	0	19	0	0
MRM3	0	9	0	2	0	30	0	0
NXN	0	52	0	0	0	58	0	0
TIMM22	0	8	0	2	0	3	0	0
ABR	1	141	0	16	0	35	0	0
BHLHA9	0	28	0	2	0	23	0	0
TRARG1	0	6	0	0	0	20	0	0
YWHAE	0	15	0	0	0	10	0	0
CRK	0	22	0	0	0	23	0	0
MYO1C	1	146	0	1	0	176	0	0
INPP5K	0	30	0	2	0	18	0	0
PITPNA	0	21	0	1	0	7	0	0
SLC43A2	0	78	0	2	0	49	0	0
SCARF1	0	63	0	21	0	81	0	0
RILP	0	0	0	0	0	0	0	0
PRPF8	1	153	0	2	0	69	0	0
TLCD2	0	9	0	2	0	28	0	0
WDR81	1	1221	0	2	0	118	0	0
SERPINF2	0	43	0	3	0	45	0	0
SERPINF1	0	41	0	5	0	67	0	0
SMYD4	0	49	0	19	0	58	0	0
RPA1	0	44	0	3	0	49	0	0
RTN4RL1	0	71	0	1	0	56	0	0
DPH1	0	34	0	6	0	46	0	0
OVCA2	0	0	0	0	0	0	0	0
HIC1	0	3	0	0	0	3	0	0
SMG6	0	80	0	2	2	157	0	0
SRR	0	2	0	1	0	35	0	0
TSR1	0	31	0	5	0	50	0	0
SGSM2	0	88	0	8	1	147	0	0
MNT	0	75	0	3	0	39	0	0
METTL16	0	34	0	1	0	16	0	0
PAFAH1B1	0	0	0	0	0	2	0	0
CLUH	0	130	0	5	1	150	0	0
RAP1GAP2	0	62	0	1	0	45	0	0
OR1D5	0	14	0	9	0	17	0	0
OR1D2	0	22	0	5	0	35	0	0
OR1G1	0	23	0	3	0	29	0	0
OR1A2	0	17	0	6	0	23	0	0
OR1A1	0	13	0	3	0	13	0	0
OR3A2	0	24	0	4	0	942	0	0
OR3A1	0	10	0	1	0	908	0	0
AC087498.1	0	0	0	0	0	0	0	0
OR1E1	0	21	0	7	0	21	0	0
OR3A3	0	16	0	3	0	13	0	0
OR1E2	0	10	0	11	0	22	0	0
SPATA22	0	22	0	2	0	44	0	0
ASPA	0	10	0	1	0	29	0	0
TRPV3	0	77	0	15	0	67	0	0
TRPV1	1	56	0	6	0	65	0	0
AC027796.3	0	77	0	28	0	94	0	0
SHPK	0	43	0	25	0	65	0	0
CTNS	0	24	0	5	0	50	0	0
TAX1BP3	0	0	0	0	0	0	0	0
P2RX5-TAX1BP3	0	40	0	7	0	42	0	0
EMC6	0	0	0	0	0	0	0	0
P2RX5	0	40	0	7	0	42	0	0
ITGAE	0	88	0	10	0	71	0	0
HASPIN	0	0	0	0	0	0	0	0
NCBP3	0	50	0	0	0	59	0	0
CAMKK1	0	57	0	0	0	41	0	0
P2RX1	0	50	0	2	0	22	0	0
ATP2A3	0	87	0	1	0	94	0	0
ZZEF1	0	172	0	5	2	282	0	0
CYB5D2	0	109	0	5	0	77	0	0
ANKFY1	1	92	0	3	0	94	0	0
UBE2G1	0	4	0	0	0	5	0	0
SPNS3	0	47	0	2	0	48	0	0
SPNS2	0	70	0	0	0	78	0	0
MYBBP1A	0	178	0	12	1	197	0	0
GGT6	0	0	0	0	0	0	0	0
