#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
TUBB8	0	0	0	0	0	0	0	0
ZMYND11	0	49	0	0	0	23	0	0
DIP2C	0	239	0	4	0	118	0	0
PRR26	0	0	0	0	0	0	0	0
LARP4B	1	47	0	2	0	80	0	0
GTPBP4	0	24	0	3	0	32	0	0
IDI2	0	19	0	18	0	8	0	0
IDI1	0	7	0	4	0	13	0	0
WDR37	0	40	0	0	0	60	0	0
ADARB2	0	74	0	3	1	95	0	0
PFKP	0	90	0	12	0	47	0	0
PITRM1	0	129	0	10	0	99	0	0
KLF6	0	0	0	0	0	0	0	0
AKR1E2	0	5	0	5	0	38	0	0
AKR1C1	0	4	0	8	0	20	0	0
AKR1C2	0	32	0	4	0	20	0	0
AKR1C3	0	22	0	26	0	50	0	0
AKR1C8P	0	0	0	0	0	0	0	0
AKR1C4	0	8	0	11	0	36	0	0
UCN3	0	12	0	2	0	9	0	0
TUBAL3	0	35	0	5	0	84	0	0
NET1	0	49	0	8	0	64	0	0
CALML5	0	7	0	0	0	14	0	0
CALML3	0	7	0	0	0	17	0	0
ASB13	0	28	0	23	0	37	0	0
FAM208B	0	135	0	3	0	93	0	0
GDI2	0	6	0	0	0	2	0	0
ANKRD16	0	26	0	4	0	39	0	0
FBH1	0	103	0	2	0	54	0	0
IL15RA	0	12	0	2	0	10	0	0
IL2RA	0	16	0	1	0	11	0	0
RBM17	0	23	0	0	0	17	0	0
PFKFB3	0	54	0	1	0	36	0	0
PRKCQ	0	67	0	3	0	53	0	0
SFMBT2	0	69	0	4	0	80	0	0
ITIH5	0	70	0	14	0	150	0	0
ITIH2	0	87	0	17	0	89	0	0
KIN	0	12	0	4	0	19	0	0
ATP5F1C	0	8	0	3	0	24	0	0
TAF3	0	33	0	1	0	53	0	0
GATA3	0	57	0	1	0	36	0	0
CELF2	1	38	0	1	0	10	0	0
USP6NL	0	25	0	6	0	79	0	0
ECHDC3	0	25	0	6	0	17	0	0
PROSER2	0	63	0	8	0	62	0	0
UPF2	0	47	0	1	0	60	0	0
DHTKD1	0	45	0	10	0	77	0	0
SEC61A2	0	26	0	3	0	4	0	0
NUDT5	0	5	0	1	0	10	0	0
CDC123	0	35	0	8	0	16	0	0
CAMK1D	0	37	0	0	0	10	0	0
CCDC3	0	19	0	1	0	40	0	0
OPTN	0	22	0	4	0	31	0	0
MCM10	0	50	0	1	0	57	0	0
UCMA	0	6	0	2	0	23	0	0
PHYH	0	26	0	4	0	41	0	0
SEPHS1	0	26	0	0	0	13	0	0
BEND7	0	45	0	11	0	16	0	0
PRPF18	0	21	0	1	0	11	0	0
AL157392.5	0	10	0	1	0	8	0	0
FRMD4A	0	64	0	2	0	117	0	0
FAM107B	0	32	0	0	0	22	0	0
CDNF	0	1	0	0	0	0	0	0
HSPA14	0	19	0	0	0	33	0	0
SUV39H2	0	22	0	0	0	9	0	0
DCLRE1C	0	32	0	1	0	19	0	0
MEIG1	0	9	0	0	0	6	0	0
OLAH	0	7	0	6	0	10	0	0
ACBD7	0	7	0	2	0	6	0	0
RPP38	0	20	0	0	0	29	0	0
NMT2	0	20	0	1	0	30	0	0
FAM171A1	0	68	0	2	0	93	0	0
ITGA8	0	68	0	2	0	74	0	0
MINDY3	0	15	0	2	0	16	0	0
PTER	0	27	0	3	0	35	0	0
C1QL3	0	26	0	0	0	19	0	0
RSU1	0	24	0	4	0	20	0	0
CUBN	0	205	0	46	2	304	0	0
TRDMT1	0	27	0	3	0	19	0	0
VIM	0	33	0	1	0	48	0	0
ST8SIA6	0	20	0	5	0	29	0	0
HACD1	0	18	0	1	0	20	0	0
STAM	0	14	0	2	0	30	0	0
TMEM236	0	26	0	7	0	21	0	0
MRC1	0	0	0	0	0	0	0	0
SLC39A12	0	52	0	5	0	54	0	0
CACNB2	0	36	0	3	0	68	0	0
NSUN6	0	28	0	6	0	32	0	0
ARL5B	0	13	0	0	0	8	0	0
MALRD1	1	127	0	29	3	181	0	0
PLXDC2	0	3	0	0	0	13	0	0
NEBL	0	60	0	18	1	65	0	0
C10orf113	0	0	0	0	0	0	0	0
CASC10	0	16	0	2	0	4	0	0
SKIDA1	0	64	0	1	0	118	0	0
MLLT10	0	58	0	0	0	80	0	0
DNAJC1	0	25	0	0	0	24	0	0
EBLN1	0	50	0	9	0	6	0	0
COMMD3	0	0	0	0	0	0	0	0
COMMD3-BMI1	0	6	0	2	0	4	0	0
BMI1	0	6	0	2	0	4	0	0
SPAG6	0	32	0	1	0	22	0	0
PIP4K2A	0	55	0	0	0	17	0	0
ARMC3	0	46	0	8	0	60	0	0
MSRB2	0	7	0	0	0	9	0	0
PTF1A	0	25	0	1	0	40	0	0
C10orf67	0	3	0	0	0	2	0	0
OTUD1	0	91	0	1	0	34	0	0
KIAA1217	0	91	0	0	1	134	0	0
ARHGAP21	0	63	0	12	0	84	0	0
PRTFDC1	0	16	0	14	0	12	0	0
ENKUR	0	65	0	28	0	73	0	0
THNSL1	0	59	0	25	0	61	0	0
GPR158	1	74	0	3	0	131	0	0
MYO3A	0	83	0	21	0	128	0	0
GAD2	1	42	0	1	0	34	0	0
APBB1IP	0	45	0	1	0	25	0	0
PDSS1	0	14	0	2	0	29	0	0
ABI1	0	19	0	1	0	24	0	0
ANKRD26	0	47	0	15	0	70	0	0
YME1L1	0	25	0	1	0	48	0	0
MASTL	0	22	0	5	0	38	0	0
ACBD5	0	17	0	5	0	26	0	0
PTCHD3	0	52	0	11	0	966	0	0
RAB18	0	11	0	2	0	17	0	0
MKX	0	21	0	3	0	29	0	0
ARMC4	0	45	0	5	0	115	0	0
MPP7	0	21	0	4	1	65	0	0
WAC	0	0	0	0	0	0	0	0
BAMBI	0	21	0	5	0	47	0	0
LYZL1	0	37	0	1	0	8	0	0
SVIL	0	176	0	16	3	253	0	0
JCAD	0	95	0	3	0	117	0	0
