#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
OR11H1	0	26	0	21	0	34	0	0
POTEH	2	83	0	24	0	11	0	0
CCT8L2	0	54	0	2	0	29	0	0
XKR3	0	11	0	6	0	7	0	0
GAB4	0	37	0	7	0	72	0	0
IL17RA	0	65	0	2	0	71	0	0
TMEM121B	0	15	0	0	0	20	0	0
HDHD5	0	33	0	13	0	34	0	0
ADA2	0	16	0	7	0	48	0	0
CECR2	0	100	0	1	0	119	0	0
SLC25A18	0	5	0	2	0	8	0	0
ATP6V1E1	0	16	0	0	0	18	0	0
BCL2L13	0	41	0	1	0	35	0	0
BID	0	9	0	1	0	8	0	0
MICAL3	2	168	0	4	0	180	0	0
PEX26	0	70	0	6	0	95	0	0
TUBA8	0	55	0	1	0	48	0	0
USP18	0	12	0	1	0	17	0	0
GGTLC3	0	0	0	0	0	0	0	0
TMEM191B	0	0	0	0	0	0	0	0
RIMBP3	0	0	0	0	0	0	0	0
DGCR6	0	0	0	0	0	0	0	0
AC007326.4	0	0	0	0	0	0	0	0
PRODH	0	0	0	0	0	0	0	0
DGCR2	0	62	0	8	0	62	0	0
ESS2	0	25	0	0	0	47	0	0
TSSK2	0	0	0	0	0	0	0	0
GSC2	0	12	0	8	0	13	0	0
SLC25A1	0	27	0	1	0	29	0	0
CLTCL1	0	102	0	17	0	147	0	0
HIRA	0	80	0	2	0	68	0	0
C22orf39	0	76	0	2	0	68	0	0
MRPL40	0	0	0	0	0	0	0	0
UFD1	0	9	0	0	0	11	0	0
CDC45	0	35	0	4	0	42	0	0
CLDN5	0	0	0	0	0	0	0	0
SEPT5	0	17	0	0	0	6	0	0
SEPT5-GP1BB	0	38	0	0	0	13	0	0
GP1BB	0	38	0	0	0	13	0	0
TBX1	0	40	0	0	0	22	0	0
GNB1L	0	69	0	6	0	45	0	0
RTL10	0	20	0	4	0	9	0	0
TXNRD2	0	45	0	14	0	85	0	0
COMT	0	28	0	5	0	11	0	0
ARVCF	0	65	0	1	0	136	0	0
