#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
OR11H12	1	48	0	7	0	31	0	0
POTEM	0	33	0	5	0	13	0	0
POTEG	0	39	0	0	3	48	0	0
OR11H2	0	29	0	16	0	19	0	0
OR4N2	1	91	0	17	0	124	0	0
OR4Q3	0	40	0	10	0	34	0	0
OR4M1	0	22	0	5	0	45	0	0
OR4K2	0	29	0	1	0	33	0	0
OR4K5	0	7	0	6	0	36	0	0
OR4K1	0	17	0	4	0	38	0	0
OR4K15	0	25	0	0	0	43	0	0
OR4Q2	0	0	0	0	0	0	0	0
OR4K14	0	19	0	5	0	23	0	0
OR4K13	0	11	0	0	0	27	0	0
OR4L1	0	18	0	10	0	21	0	0
OR4K17	0	16	0	5	0	11	0	0
OR4N5	0	31	0	2	0	49	0	0
OR11G2	0	11	0	440	0	31	0	0
OR11H6	0	6	0	9	0	27	0	0
OR11H4	0	20	0	10	0	48	0	0
TTC5	0	36	0	3	0	41	0	0
CCNB1IP1	0	25	0	0	0	22	0	0
PARP2	0	21	0	4	0	70	0	0
TEP1	1	182	0	20	0	220	0	0
KLHL33	0	31	0	14	0	114	0	0
OSGEP	0	3	0	3	0	41	0	0
APEX1	0	0	0	0	0	0	0	0
PIP4P1	0	0	0	0	0	0	0	0
PNP	0	7	0	3	0	25	0	0
RNASE10	0	7	0	4	0	7	0	0
RNASE9	0	23	0	3	0	11	0	0
AL163195.3	0	5	0	0	0	10	0	0
RNASE11	0	5	0	0	0	10	0	0
RNASE12	0	5	0	0	0	10	0	0
OR6S1	0	25	0	4	0	42	0	0
RNASE4	0	21	0	7	0	14	0	0
ANG	0	18	0	4	0	8	0	0
AL163636.2	0	21	0	7	0	14	0	0
EDDM3A	0	23	0	2	0	1	0	0
EDDM3B	0	8	0	3	0	8	0	0
RNASE6	0	10	0	1	0	6	0	0
RNASE1	0	4	0	1	0	32	0	0
RNASE3	0	4	0	1	0	7	0	0
RNASE2	0	11	0	1	0	1	0	0
METTL17	0	12	0	3	0	15	0	0
SLC39A2	0	21	0	4	0	32	0	0
NDRG2	0	56	0	4	0	71	0	0
TPPP2	0	5	0	1	0	19	0	0
RNASE13	0	0	0	0	0	0	0	0
RNASE7	0	10	0	1	0	1	0	0
RNASE8	0	5	0	2	0	4	0	0
ARHGEF40	0	83	0	2	1	150	0	0
ZNF219	0	0	0	0	0	0	0	0
TMEM253	0	0	0	0	0	0	0	0
OR5AU1	0	9	0	5	0	43	0	0
HNRNPC	0	10	0	1	0	9	0	0
RPGRIP1	0	30	0	4	0	42	0	0
SUPT16H	0	42	0	2	0	36	0	0
CHD8	0	44	0	1	1	52	0	0
RAB2B	0	16	0	1	0	12	0	0
TOX4	0	23	0	0	0	6	0	0
METTL3	0	16	0	13	0	22	0	0
SALL2	0	49	0	12	0	48	0	0
OR10G3	0	28	0	1	0	34	0	0
OR10G2	0	34	0	2	0	385	0	0
OR4E2	0	14	0	1	1	35	0	0
OR4E1	0	0	0	0	0	0	0	0
TRDV1	0	0	0	0	0	0	0	0
DAD1	0	5	0	0	0	8	0	0
ABHD4	0	17	0	2	0	19	0	0
OR6J1	0	0	0	0	0	0	0	0
OXA1L	0	36	0	6	0	41	0	0
SLC7A7	0	17	0	1	0	15	0	0
MRPL52	0	0	0	0	0	0	0	0
MMP14	0	45	0	0	1	78	0	0
LRP10	0	40	0	3	0	74	0	0
REM2	0	11	0	8	0	38	0	0
RBM23	0	0	0	2	0	0	0	0
PRMT5	0	26	0	3	0	32	0	0
HAUS4	0	5	0	8	0	20	0	0
AL132780.3	0	47	0	9	0	45	0	0
AJUBA	0	42	0	1	0	25	0	0
C14orf93	0	17	0	3	0	24	0	0
PSMB5	0	3	0	0	0	4	0	0
PSMB11	0	0	0	0	0	0	0	0
CDH24	0	20	0	6	0	35	0	0
ACIN1	0	1202	0	3	0	127	0	0
C14orf119	0	1	0	2	0	19	0	0
LMLN2	0	0	0	0	0	0	0	0
CEBPE	0	23	0	0	0	31	0	0
SLC7A8	0	40	0	1	0	58	0	0
RNF212B	0	8	0	2	0	14	0	0
HOMEZ	0	1193	0	2	0	40	0	0
PPP1R3E	0	12	0	0	0	26	0	0
BCL2L2	0	29	0	0	0	38	0	0
BCL2L2-PABPN1	0	34	0	0	0	44	0	0
PABPN1	0	16	0	0	0	32	0	0
SLC22A17	0	0	0	0	0	0	0	0
EFS	0	36	0	7	0	64	0	0
IL25	0	13	0	2	0	26	0	0
CMTM5	0	0	0	0	0	0	0	0
MYH6	0	142	0	8	1	237	0	0
MYH7	0	208	0	5	1	144	0	0
NGDN	0	43	0	13	0	39	0	0
ZFHX2	0	119	0	5	0	177	0	0
THTPA	0	15	0	0	0	28	0	0
AP1G2	0	24	0	2	0	25	0	0
JPH4	0	20	0	0	0	22	0	0
DHRS2	0	23	0	8	0	36	0	0
DHRS4	0	29	0	7	0	51	0	0
DHRS4L2	0	21	0	6	0	62	0	0
CARMIL3	0	105	0	9	1	128	0	0
CPNE6	0	0	0	0	0	0	0	0
NRL	0	49	0	33	0	139	0	0
PCK2	0	43	0	32	0	133	0	0
DCAF11	0	7	0	0	0	4	0	0
AL136295.3	0	0	0	0	0	0	0	0
FITM1	0	0	0	0	0	0	0	0
PSME1	0	7	0	0	0	20	0	0
EMC9	0	0	0	0	0	0	0	0
PSME2	0	0	0	0	0	0	0	0
RNF31	0	13	0	0	0	18	0	0
AL136295.5	0	17	0	0	0	20	0	0
IRF9	0	4	0	0	0	2	0	0
REC8	0	4	0	1	0	2	0	0
IPO4	0	37	0	2	0	36	0	0
AL136295.4	1	52	0	2	0	54	0	0
TM9SF1	0	36	0	1	0	65	0	0
AL136295.1	0	46	0	6	0	99	0	0
TSSK4	0	10	0	5	0	35	0	0
CHMP4A	0	0	0	0	0	0	0	0
MDP1	0	0	0	0	0	0	0	0
NEDD8-MDP1	0	13	0	1	0	1	0	0
NEDD8	0	13	0	1	0	1	0	0
GMPR2	0	0	0	0	0	0	0	0
TINF2	0	25	0	0	0	17	0	0
TGM1	0	83	0	10	0	86	0	0
RABGGTA	0	25	0	2	0	40	0	0
DHRS1	0	14	0	0	0	20	0	0
NOP9	0	8	0	15	0	29	0	0
CIDEB	0	6	0	15	0	27	0	0
LTB4R2	0	4	0	15	0	14	0	0
LTB4R	0	0	0	0	0	0	0	0
ADCY4	0	32	0	19	0	120	0	0
AL096870.1	0	7	0	1	0	2	0	0
RIPK3	0	29	0	3	0	12	0	0
NFATC4	0	96	0	0	0	90	0	0
NYNRIN	0	114	0	4	1	120	0	0
CBLN3	0	4	0	0	0	0	0	0
KHNYN	0	52	0	7	0	47	0	0
SDR39U1	0	0	0	0	0	0	0	0
CMA1	0	12	0	4	0	26	0	0
CTSG	0	15	0	4	0	8	0	0
GZMH	0	9	0	5	0	22	0	0
GZMB	0	9	0	0	0	10	0	0
STXBP6	0	17	0	0	0	11	0	0
NOVA1	0	19	0	1	0	11	0	0
FOXG1	0	69	0	0	0	43	0	0
PRKD1	0	83	0	0	0	104	0	0
G2E3	0	19	0	0	0	38	0	0
SCFD1	0	7	0	2	0	21	0	0
COCH	0	27	0	4	0	38	0	0
STRN3	0	23	0	0	0	73	0	0
AP4S1	0	5	0	6	0	26	0	0
HECTD1	0	131	0	0	0	129	0	0
HEATR5A	0	73	0	25	1	206	0	0
AL139353.1	0	43	0	5	0	119	0	0
DTD2	0	2	0	1	0	10	0	0
GPR33	0	13	0	9	0	26	0	0
NUBPL	0	11	0	1	0	20	0	0
ARHGAP5	0	66	0	6	0	99	0	0
AKAP6	1	98	0	6	1	166	0	0
NPAS3	0	82	0	1	0	76	0	0
EGLN3	0	13	0	5	0	21	0	0
SPTSSA	0	3	0	5	0	8	0	0
EAPP	0	11	0	3	0	49	0	0
SNX6	0	24	0	4	0	16	0	0
CFL2	0	6	0	0	0	7	0	0
BAZ1A	0	47	0	3	0	80	0	0
SRP54	0	22	0	0	0	7	0	0
FAM177A1	0	34	0	13	0	31	0	0
PPP2R3C	0	17	0	13	0	32	0	0
KIAA0391	0	17	0	8	0	33	0	0
AL121594.1	0	24	0	8	0	35	0	0
PSMA6	0	7	0	0	0	2	0	0
NFKBIA	0	25	0	0	0	27	0	0
INSM2	0	0	0	0	0	0	0	0
RALGAPA1	0	86	0	6	0	166	0	0
BRMS1L	0	2	0	0	0	30	0	0
MBIP	0	17	0	2	0	30	0	0
SFTA3	0	0	0	0	0	0	0	0
NKX2-1	0	10	0	1	0	31	0	0
NKX2-8	0	20	0	5	0	26	0	0
PAX9	0	12	0	1	0	41	0	0
SLC25A21	0	10	0	5	0	14	0	0
MIPOL1	0	32	0	5	0	31	0	0
FOXA1	0	28	0	0	0	70	0	0
