#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
TUBA3C	0	63	0	8	0	51	0	0
TPTE2	0	32	0	9	0	53	0	0
MPHOSPH8	0	51	0	5	0	53	0	0
PSPC1	0	60	0	2	0	38	0	0
ZMYM5	0	36	0	6	0	40	0	0
ZMYM2	0	19	0	2	0	30	0	0
GJA3	0	32	0	1	0	13	0	0
GJB2	0	12	0	13	0	53	0	0
GJB6	0	30	0	20	0	26	0	0
CRYL1	0	37	0	4	0	29	0	0
IFT88	0	36	0	2	0	49	0	0
IL17D	0	7	0	5	0	14	0	0
EEF1AKMT1	0	28	0	5	0	19	0	0
XPO4	0	40	0	2	0	69	0	0
LATS2	0	125	0	1	0	99	0	0
SAP18	0	13	0	2	0	10	0	0
SKA3	0	2	0	5	0	2	0	0
MRPL57	0	0	0	0	0	0	0	0
ZDHHC20	0	7	0	5	0	10	0	0
MICU2	0	24	0	8	0	28	0	0
FGF9	0	12	0	0	0	18	0	0
SGCG	0	22	0	1	0	35	0	0
SACS	0	260	0	12	3	376	0	0
TNFRSF19	0	39	0	1	0	21	0	0
MIPEP	0	33	0	8	0	78	0	0
C1QTNF9B	0	0	0	2	0	0	0	0
AL359736.1	0	57	0	7	0	64	0	0
SPATA13	0	50	0	2	0	54	0	0
C1QTNF9	0	34	0	8	0	36	0	0
PARP4	0	109	0	20	0	88	0	0
ATP12A	0	72	0	11	0	118	0	0
RNF17	0	51	0	4	0	62	0	0
CENPJ	0	43	0	21	0	60	0	0
PABPC3	0	27	0	10	0	49	0	0
AMER2	0	52	0	2	0	34	0	0
MTMR6	0	33	0	7	0	41	0	0
NUP58	0	21	0	1	0	37	0	0
ATP8A2	0	43	0	3	0	69	0	0
SHISA2	0	51	0	0	0	50	0	0
RNF6	0	45	0	5	1	47	0	0
CDK8	0	14	0	1	0	13	0	0
WASF3	0	53	0	11	0	43	0	0
GPR12	0	14	0	1	0	22	0	0
USP12	0	22	0	0	0	14	0	0
RPL21	0	8	0	0	0	3	0	0
RASL11A	0	38	0	4	0	15	0	0
GTF3A	0	3	0	3	0	20	0	0
MTIF3	0	6	0	4	0	7	0	0
LNX2	0	24	0	1	0	46	0	0
POLR1D	0	1159	0	1	0	7	0	0
GSX1	0	13	0	0	0	49	0	0
PDX1	0	37	0	8	0	19	0	0
CDX2	0	15	0	0	0	41	0	0
URAD	0	5	0	2	0	9	0	0
FLT3	0	56	0	2	0	59	0	0
PAN3	0	55	0	1	0	49	0	0
FLT1	0	67	0	2	0	70	0	0
POMP	0	3	0	1	0	3	0	0
SLC46A3	0	19	0	13	0	22	0	0
MTUS2	0	74	0	7	0	67	0	0
SLC7A1	0	64	0	1	0	41	0	0
UBL3	0	3	0	0	0	5	0	0
KATNAL1	0	28	0	3	0	27	0	0
UBE2L5	0	0	0	0	0	0	0	0
HMGB1	0	7	0	0	0	2	0	0
USPL1	0	33	0	2	0	42	0	0
ALOX5AP	0	16	0	2	0	34	0	0
MEDAG	0	33	0	1	0	39	0	0
TEX26	0	12	0	4	0	19	0	0
HSPH1	1	74	0	3	0	70	0	0
B3GLCT	0	20	0	2	0	50	0	0
RXFP2	0	17	0	9	0	29	0	0
FRY	0	157	0	9	0	198	0	0
ZAR1L	0	12	0	0	0	9	0	0
BRCA2	0	102	0	21	1	139	0	0
N4BP2L1	0	0	0	2	0	1	0	0
N4BP2L2	0	33	0	9	0	8	0	0
PDS5B	1	88	0	3	0	57	0	0
KL	0	102	0	3	0	73	0	0
STARD13	0	153	0	1	0	115	0	0
RFC3	0	30	0	6	0	19	0	0
NBEA	0	167	0	7	0	144	0	0
MAB21L1	0	0	0	0	0	0	0	0
DCLK1	0	65	0	1	0	25	0	0
SOHLH2	0	18	0	0	0	17	0	0
CCDC169-SOHLH2	0	30	0	5	0	32	0	0
CCDC169	0	12	0	5	0	15	0	0
SPART	0	36	0	3	0	49	0	0
CCNA1	0	38	0	1	0	27	0	0
SERTM1	0	2	0	0	0	3	0	0
RFXAP	0	16	0	2	0	14	0	0
SMAD9	0	38	0	1	0	50	0	0
ALG5	0	11	0	2	0	22	0	0
EXOSC8	0	3	0	1	0	0	0	0
SUPT20H	0	43	0	3	0	45	0	0
CSNK1A1L	0	26	0	2	0	50	0	0
POSTN	0	26	0	4	0	70	0	0
TRPC4	0	32	0	3	0	39	0	0
UFM1	0	2	0	2	0	10	0	0
FREM2	1	185	0	12	2	943	0	0
STOML3	0	23	0	0	0	29	0	0
PROSER1	0	59	0	1	0	74	0	0
NHLRC3	0	31	0	0	0	15	0	0
LHFPL6	0	8	0	1	0	9	0	0
COG6	0	2	0	1	0	6	0	0
FOXO1	1	63	0	0	0	51	0	0
MRPS31	0	13	0	1	0	25	0	0
SLC25A15	0	13	0	3	0	42	0	0
ELF1	0	35	0	1	0	48	0	0
WBP4	0	20	0	3	0	29	0	0
KBTBD6	0	40	0	1	0	21	0	0
KBTBD7	0	47	0	4	0	35	0	0
MTRF1	0	13	0	3	0	26	0	0
NAA16	0	33	0	6	0	64	0	0
RGCC	0	7	0	1	0	11	0	0
VWA8	0	89	0	40	2	195	0	0
DGKH	1	71	0	2	0	73	0	0
AKAP11	0	67	0	1	0	115	0	0
TNFSF11	0	14	0	1	0	18	0	0
FAM216B	0	4	0	2	0	11	0	0
EPSTI1	0	19	0	13	0	19	0	0
DNAJC15	0	14	0	4	0	16	0	0
ENOX1	0	44	0	4	0	60	0	0
CCDC122	0	8	0	7	0	9	0	0
LACC1	0	29	0	1	0	10	0	0
AL512506.3	0	11	0	0	0	7	0	0
SMIM2	0	4	0	1	0	1	0	0
SERP2	0	2	0	0	0	1	0	0
TSC22D1	0	75	0	0	0	104	0	0
NUFIP1	0	14	0	10	0	35	0	0
GPALPP1	0	1	0	5	0	12	0	0
GTF2F2	0	15	0	0	0	10	0	0
KCTD4	0	0	0	0	0	0	0	0
TPT1	0	4	0	5	0	3	0	0
SLC25A30	0	2	0	1	0	1	0	0
COG3	0	23	0	3	0	62	0	0
ERICH6B	1	1002	0	5	0	13	0	0
SPERT	0	30	0	5	0	32	0	0
SIAH3	0	10	0	0	0	23	0	0
ZC3H13	0	52	0	7	0	136	0	0
CPB2	0	25	0	0	0	8	0	0
LCP1	0	26	0	0	0	42	0	0
LRRC63	0	10	0	6	0	36	0	0
RUBCNL	0	16	0	3	0	31	0	0
LRCH1	0	45	0	2	0	39	0	0
ESD	0	17	0	1	0	27	0	0
HTR2A	0	33	0	0	0	26	0	0
SUCLA2	0	28	0	6	0	268	0	0
NUDT15	0	3	0	5	0	7	0	0
MED4	0	11	0	4	0	13	0	0
ITM2B	0	8	0	1	0	6	0	0
RB1	0	75	0	1	0	152	0	0
LPAR6	0	0	0	0	0	0	0	0
RCBTB2	0	48	0	1	0	77	0	0
CYSLTR2	0	10	0	3	0	20	0	0
FNDC3A	0	63	0	0	0	73	0	0
MLNR	0	26	0	0	0	20	0	0
CDADC1	0	18	0	5	0	43	0	0
CAB39L	0	11	0	5	0	30	0	0
SETDB2	0	15	0	6	0	21	0	0
PHF11	0	8	0	5	0	4	0	0
RCBTB1	0	50	0	2	0	43	0	0
ARL11	0	8	0	0	0	18	0	0
EBPL	0	13	0	9	0	6	0	0
KPNA3	0	23	0	1	0	18	0	0
SPRYD7	0	4	0	2	0	6	0	0
TRIM13	0	6	0	2	0	16	0	0
KCNRG	0	6	0	2	0	16	0	0
DLEU7	0	8	0	5	0	6	0	0
RNASEH2B	0	14	0	2	0	29	0	0
C13orf42	0	0	0	0	0	0	0	0
