#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
FAM110C	0	34	0	3	0	22	0	0
SH3YL1	0	19	0	6	0	23	0	0
ACP1	0	7	0	1	0	6	0	0
ALKAL2	0	6	0	0	0	2	0	0
TMEM18	0	12	0	7	0	9	0	0
SNTG2	0	43	0	10	0	55	0	0
TPO	0	80	0	8	0	71	0	0
PXDN	1	148	0	1	0	118	0	0
MYT1L	0	98	0	0	0	46	0	0
EIPR1	0	23	0	0	0	16	0	0
TRAPPC12	0	63	0	2	0	84	0	0
ADI1	0	12	0	2	0	43	0	0
AC108488.2	0	3	0	0	0	1	0	0
RNASEH1	0	67	0	0	0	10	0	0
RPS7	0	12	0	1	0	7	0	0
COLEC11	0	30	0	1	0	20	0	0
ALLC	0	46	0	2	0	33	0	0
DCDC2C	0	43	0	5	0	23	0	0
SOX11	0	28	0	0	0	20	0	0
CMPK2	0	35	0	4	0	22	0	0
RSAD2	0	12	0	4	0	32	0	0
RNF144A	0	20	0	1	0	20	0	0
ID2	0	16	0	0	0	7	0	0
KIDINS220	0	81	0	8	0	112	0	0
MBOAT2	0	15	0	3	0	16	0	0
ASAP2	1	61	0	0	0	33	0	0
ITGB1BP1	0	5	0	1	0	16	0	0
CPSF3	0	25	0	7	0	25	0	0
IAH1	0	16	0	2	0	26	0	0
ADAM17	0	43	0	1	0	60	0	0
YWHAQ	0	10	0	0	0	7	0	0
TAF1B	0	27	0	50	0	71	0	0
GRHL1	0	35	0	1	0	75	0	0
KLF11	0	30	0	4	0	67	0	0
CYS1	0	14	0	1	0	10	0	0
RRM2	0	12	0	1	0	16	0	0
AC007240.1	0	12	0	1	0	16	0	0
HPCAL1	0	31	0	0	0	6	0	0
ODC1	0	40	0	1	0	36	0	0
NOL10	0	18	0	2	0	81	0	0
ATP6V1C2	0	29	0	2	0	49	0	0
PDIA6	0	36	0	2	0	44	0	0
KCNF1	0	43	0	0	0	9	0	0
C2orf50	0	9	0	12	0	14	0	0
PQLC3	0	13	0	2	0	14	0	0
ROCK2	0	26	0	1	0	55	0	0
E2F6	0	6	0	1	0	12	0	0
GREB1	1	199	0	7	0	162	0	0
NTSR2	0	46	0	19	0	48	0	0
LPIN1	0	56	0	10	0	62	0	0
TRIB2	0	23	0	0	0	38	0	0
FAM84A	0	14	0	0	0	19	0	0
NBAS	1	132	0	19	0	191	0	0
DDX1	0	37	0	2	0	32	0	0
MYCN	0	42	0	0	0	25	0	0
FAM49A	0	9	0	1	0	20	0	0
RAD51AP2	0	65	0	25	0	20	0	0
VSNL1	0	8	0	0	0	7	0	0
SMC6	0	76	0	30	0	78	0	0
GEN1	0	19	0	12	0	29	0	0
MSGN1	0	21	0	2	0	8	0	0
KCNS3	0	65	0	5	0	50	0	0
RDH14	0	4	0	1	0	15	0	0
NT5C1B-RDH14	0	47	0	9	0	63	0	0
NT5C1B	0	45	0	8	0	56	0	0
OSR1	0	18	0	0	0	12	0	0
TTC32	0	8	0	3	0	19	0	0
WDR35	0	49	0	16	0	99	0	0
MATN3	0	24	0	4	0	18	0	0
LAPTM4A	0	4	0	2	0	11	0	0
SDC1	0	31	0	0	0	30	0	0
PUM2	0	55	0	8	0	65	0	0
RHOB	0	21	0	1	0	3	0	0
HS1BP3	0	70	0	0	0	51	0	0
GDF7	0	41	0	1	0	47	0	0
LDAH	0	12	0	0	0	14	0	0
APOB	2	273	0	963	1	1225	0	0
TDRD15	0	0	0	0	0	0	0	0
KLHL29	0	72	0	0	0	95	0	0
ATAD2B	0	68	0	2	0	58	0	0
UBXN2A	0	12	0	1	0	33	0	0
MFSD2B	0	62	0	5	0	76	0	0
WDCP	0	20	0	2	0	20	0	0
FKBP1B	0	1	0	0	0	2	0	0
SF3B6	0	2	0	1	0	0	0	0
FAM228B	0	1008	0	7	0	24	0	0
TP53I3	0	9	0	5	0	13	0	0
PFN4	0	1004	0	2	0	11	0	0
AC008073.3	0	6	0	1	0	10	0	0
FAM228A	0	17	0	2	0	16	0	0
ITSN2	0	61	0	21	0	113	0	0
NCOA1	0	67	0	0	0	77	0	0
PTRHD1	0	0	0	0	0	0	0	0
CENPO	0	11	0	2	0	10	0	0
ADCY3	0	103	0	3	0	84	0	0
DNAJC27	0	22	0	1	0	21	0	0
EFR3B	0	42	0	5	0	57	0	0
POMC	0	17	0	2	0	26	0	0
DNMT3A	0	59	0	4	0	39	0	0
DTNB	0	28	0	9	0	86	0	0
ASXL2	0	78	0	0	0	66	0	0
KIF3C	0	33	0	0	0	66	0	0
RAB10	0	10	0	0	0	0	0	0
GAREM2	0	37	0	5	0	45	0	0
HADHA	0	28	0	7	0	47	0	0
HADHB	0	28	0	7	0	35	0	0
ADGRF3	1	1264	0	24	0	67	0	0
SELENOI	1	1276	0	25	0	90	0	0
DRC1	0	115	0	16	0	68	0	0
OTOF	0	180	0	34	3	273	0	0
C2orf70	0	5	0	0	0	10	0	0
CIB4	0	16	0	2	0	18	0	0
KCNK3	0	29	0	0	0	33	0	0
SLC35F6	0	18	0	1	0	22	0	0
CENPA	0	22	0	6	0	25	0	0
DPYSL5	0	42	0	0	0	33	0	0
MAPRE3	0	16	0	1	0	12	0	0
TMEM214	1	42	0	2	0	47	0	0
AGBL5	0	45	0	3	1	90	0	0
OST4	0	0	0	0	0	0	0	0
EMILIN1	0	16	0	1	0	23	0	0
KHK	0	7	0	0	0	18	0	0
CGREF1	0	746	0	12	0	7	0	0
ABHD1	0	1	0	0	0	0	0	0
PREB	0	33	0	1	0	38	0	0
PRR30	0	0	0	0	0	0	0	0
TCF23	0	6	0	0	0	28	0	0
SLC5A6	0	75	0	7	0	36	0	0
ATRAID	0	0	0	0	0	0	0	0
CAD	1	177	0	1	0	180	0	0
SLC30A3	0	31	0	2	0	23	0	0
DNAJC5G	0	5	0	1	0	16	0	0
TRIM54	0	6	0	10	0	10	0	0
UCN	0	0	0	0	0	0	0	0
MPV17	0	10	0	2	0	13	0	0
GTF3C2	0	65	0	1	0	35	0	0
EIF2B4	0	5	0	0	0	6	0	0
SNX17	0	27	0	2	0	31	0	0
ZNF513	0	0	0	0	0	0	0	0
PPM1G	0	3	0	0	0	10	0	0
NRBP1	0	47	0	0	0	16	0	0
KRTCAP3	0	0	0	0	0	0	0	0
IFT172	0	58	0	11	0	174	0	0
FNDC4	0	0	0	0	0	0	0	0
GCKR	0	42	0	19	0	49	0	0
C2orf16	0	13	0	2	0	1	0	0
ZNF512	0	1016	0	1	0	26	0	0
CCDC121	0	0	0	0	0	0	0	0
GPN1	0	15	0	3	0	31	0	0
SUPT7L	0	5	0	4	0	28	0	0
SLC4A1AP	0	27	0	13	0	39	0	0
MRPL33	0	9	0	9	0	20	0	0
RBKS	0	7	0	9	0	15	0	0
BABAM2	0	6	0	0	0	15	0	0
FOSL2	0	26	0	0	0	24	0	0
PLB1	0	80	0	30	0	119	0	0
PPP1CB	0	7	0	0	0	2	0	0
SPDYA	0	27	0	3	0	13	0	0
TRMT61B	0	39	0	4	0	18	0	0
WDR43	0	32	0	1	0	41	0	0
TOGARAM2	0	122	0	23	0	113	0	0
PCARE	0	77	0	11	1	1024	0	0
CLIP4	0	54	0	1	0	36	0	0
ALK	0	373	0	4	0	113	0	0
YPEL5	0	2	0	0	0	5	0	0
LBH	0	19	0	0	0	16	0	0
LCLAT1	0	29	0	3	0	27	0	0
CAPN13	0	52	0	7	0	41	0	0
GALNT14	0	28	0	17	0	56	0	0
CAPN14	0	11	0	11	0	6	0	0
EHD3	0	64	0	3	0	53	0	0
XDH	0	94	0	32	1	193	0	0
SRD5A2	0	11	0	2	0	0	0	0
MEMO1	0	11	0	1	0	12	0	0
DPY30	0	14	0	1	0	16	0	0
SPAST	0	11	0	0	0	68	0	0
SLC30A6	0	17	0	3	0	32	0	0
NLRC4	0	17	0	6	0	5	0	0
YIPF4	0	7	0	1	0	18	0	0
