#Gene	syn.obs	syn.haps	lgd.obs	lgd.haps	dmis.obs	dmis.haps	lgd/dmis.obs	lgd/dmis.haps
GOLGA6L6	0	674	0	353	1	569	0	0
POTEB2	0	0	0	0	0	0	0	0
POTEB3	0	15	0	5	0	2	0	0
LINC02203	0	0	0	0	0	0	0	0
AC135068.1	0	0	0	0	0	0	0	0
AC135068.3	0	0	0	0	0	0	0	0
POTEB	0	0	0	0	0	0	0	0
AC134980.3	0	1	0	0	0	1	0	0
OR4M2	0	0	0	0	0	0	0	0
OR4N4	0	1	0	0	0	1	0	0
GOLGA6L22	0	18	0	1	0	5	0	0
NIPA1	0	1089	0	1	0	16	0	0
NIPA2	0	28	0	0	0	29	0	0
CYFIP1	0	77	0	1	0	62	0	0
TUBGCP5	0	30	0	2	0	50	0	0
GOLGA6L1	0	0	0	0	0	0	0	0
GOLGA8S	0	0	0	0	0	0	0	0
GOLGA6L2	0	35	0	10	0	2	0	0
MKRN3	0	36	0	4	0	33	0	0
MAGEL2	0	132	0	0	2	102	0	0
NDN	0	19	0	1	0	22	0	0
NPAP1	0	81	0	18	0	11	0	0
SNRPN	0	39	0	0	0	25	0	0
SNURF	0	26	0	0	0	22	0	0
AC124312.1	0	39	0	0	0	25	0	0
UBE3A	0	46	0	0	0	14	0	0
ATP10A	0	106	0	3	0	178	0	0
GABRB3	0	50	0	2	0	31	0	0
GABRA5	0	37	0	0	0	20	0	0
GABRG3	0	15	0	1	0	8	0	0
OCA2	0	63	0	10	0	90	0	0
HERC2	2	420	0	8	0	358	0	0
GOLGA8F	0	0	0	0	0	0	0	0
GOLGA8G	0	0	0	0	0	0	0	0
GOLGA8M	0	75	0	19	0	25	0	0
GOLGA6L7	0	0	0	0	0	0	0	0
APBA2	0	66	0	0	0	24	0	0
FAM189A1	0	60	0	2	0	63	0	0
NSMCE3	0	0	0	0	0	0	0	0
TJP1	0	107	0	4	0	151	0	0
GOLGA8J	0	45	0	9	0	29	0	0
GOLGA8T	0	0	0	0	0	0	0	0
CHRFAM7A	0	13	0	2	2	27	0	0
GOLGA8R	0	0	0	0	0	0	0	0
GOLGA8Q	0	0	0	0	0	0	0	0
GOLGA8H	1	19	0	8	0	9	0	0
ARHGAP11B	0	15	0	6	0	32	0	0
AC091057.6	0	15	0	6	0	32	0	0
FAN1	0	95	0	19	0	80	0	0
MTMR10	0	6	0	2	0	21	0	0
TRPM1	0	124	0	13	1	157	0	0
KLF13	0	25	0	2	0	27	0	0
OTUD7A	0	106	0	0	1	80	0	0
CHRNA7	0	33	0	0	0	46	0	0
GOLGA8K	0	16	0	8	0	17	0	0
GOLGA8O	0	10	0	14	0	4	0	0
GOLGA8N	0	3	0	6	0	4	0	0
ARHGAP11A	0	36	0	3	1	43	0	0
SCG5	0	16	0	2	0	15	0	0
GREM1	0	2	0	0	0	6	0	0
FMN1	0	146	0	5	2	143	0	0
RYR3	0	270	0	10	1	441	0	0
AVEN	0	25	0	9	0	55	0	0
CHRM5	0	42	0	3	0	51	0	0
EMC7	0	11	0	0	0	4	0	0
PGBD4	0	0	0	0	0	0	0	0
KATNBL1	0	8	0	4	0	11	0	0
EMC4	0	11	0	0	0	11	0	0
SLC12A6	0	44	0	1	0	55	0	0
NOP10	0	1	0	0	0	4	0	0
NUTM1	0	8	0	1	0	30	0	0
LPCAT4	0	31	0	1	0	43	0	0
GOLGA8A	0	9	0	4	0	15	0	0
GOLGA8B	0	7	0	0	0	10	0	0
GJD2	0	12	0	2	0	16	0	0
